,0,1,2,3,4
97,/reviews/albums/a-winged-victory-for-the-sullen-invisible-cities/,A Winged Victory for the Sullen,Invisible Cities,2021,6.9
98,/reviews/albums/weezer-ok-human/,Weezer,OK Human,2021,5.8
99,/reviews/albums/the-notwist-vertigo-days/,The Notwist,Vertigo Days,2021,7.0
100,/reviews/albums/arlo-parks-collapsed-in-sunbeams/,Arlo Parks,Collapsed in Sunbeams,2021,6.7
101,/reviews/albums/martin-gore-the-third-chimpanzee-ep/,Martin Gore,The Third Chimpanzee EP,2021,7.3
102,/reviews/albums/devin-the-dude-just-tryin-ta-live/,Devin the Dude,Just Tryin’ Ta Live,2002,8.7
103,/reviews/albums/nermin-niazi-feisal-mosleh-disco-se-aagay/,Nermin Niazi||Feisal Mosleh,Disco Se Aagay,2021,7.4
104,/reviews/albums/goat-girl-on-all-fours/,Goat Girl ,On All Fours,2021,7.1
105,/reviews/albums/anuel-ozuna-los-dioses/,Anuel AA||Ozuna,Los Dioses,2021,6.9
106,/reviews/albums/midnight-sister-painting-the-roses/,Midnight Sister,Painting the Roses,2021,7.0
107,/reviews/albums/yvette-janine-jackson-freedom/,Yvette Janine Jackson,Freedom,2021,7.6
108,/reviews/albums/yasmin-williams-urban-driftwood/,Yasmin Williams,Urban Driftwood,2021,8.0
109,/reviews/albums/lande-hekt-going-to-hell/,Lande Hekt,Going to Hell,2021,6.5
110,/reviews/albums/yn-jay-ninja-warrior/,YN Jay,Ninja Warrior,2021,6.7
111,/reviews/albums/pharoahe-monch-th1rt3en-a-magnificent-day-for-an-exorcism/,Pharoahe Monch||Th1rt3eN,A Magnificent Day for an Exorcism,2021,5.9
112,/reviews/albums/peewee-longway-cassius-jay-longway-sinatra-2/,Peewee Longway||Cassius Jay,Longway Sinatra 2,2021,6.9
113,/reviews/albums/steve-earle-jt/,Steve Earle,J.T.,2021,7.6
114,/reviews/albums/elori-saxl-the-blue-of-distance/,Elori Saxl,The Blue of Distance,2021,7.8
115,/reviews/albums/pom-poko-cheater/,Pom Poko,Cheater,2021,7.5
116,/reviews/albums/palberta-palberta5000/,Palberta,Palberta5000,2021,6.8
117,/reviews/albums/carmen-villain-sketch-for-winter-ix-perlita/,Carmen Villain,Sketch for Winter IX: Perlita,2021,6.8
118,/reviews/albums/nyck-caution-anywhere-but-here/,Nyck Caution,Anywhere But Here,2021,5.6
119,/reviews/albums/trees-trees-50th-anniversary-edition/,Trees,Trees (50th Anniversary Edition),2020,8.3
120,/reviews/albums/rhye-home/,Rhye,Home,2021,6.6
121,/reviews/albums/various-artists-witch-egg/,null -index error,Witch Egg,2021,7.5
122,/reviews/albums/mason-lindahl-kissing-rosy-in-the-rain/,Mason Lindahl,Kissing Rosy in the Rain,2021,7.7
123,/reviews/albums/caroline-shaw-narrow-sea/,Caroline Shaw,Narrow Sea,2021,7.6
124,/reviews/albums/iris-dement-infamous-angel/,Iris DeMent,Infamous Angel,1992,9.0
125,/reviews/albums/the-klf-solid-state-logik-1/,The KLF,Solid State Logik 1,2021,8.1
126,/reviews/albums/kiwi-jr-cooler-returns/,Kiwi Jr.,Cooler Returns,2021,7.0
127,/reviews/albums/bicep-isles/,Bicep,Isles,2021,6.3
128,/reviews/albums/various-artists-somewhere-between-mutant-pop-electronic-minimalism-and-shadow-sounds-of-japan-1980-1988/,Various Artists,"Somewhere Between: Mutant Pop, Electronic Minimalism & Shadow Sounds of Japan 1980-1988",2021,7.3
129,/reviews/albums/kasper-marott-full-circle/,Kasper Marott,Full Circle,2021,7.3
130,/reviews/albums/buck-meek-two-saviors/,Buck Meek,Two Saviors,2021,7.1
131,/reviews/albums/screamers-screamers-demo-hollywood-1977/,Screamers,Screamers Demo Hollywood 1977,2021,8.0
132,/reviews/albums/ashnikko-demidevil/,Ashnikko,Demidevil,2021,6.9
133,/reviews/albums/zayn-nobody-is-listening/,Zayn,Nobody Is Listening,2021,5.6
134,/reviews/albums/danielle-durack-no-place/,Danielle Durack,No Place,2021,6.7
135,/reviews/albums/nancy-the-seven-foot-tall-post-suicidal-feel-good-blues/,Nancy,The Seven Foot Tall Post-Suicidal Feel Good Blues,2021,6.6
136,/reviews/albums/various-artists-griselda-and-bsf-conflicted-original-soundtrack/,Various Artists,Griselda & BSF: Conflicted (Original Soundtrack),2021,6.7
137,/reviews/albums/patricia-brennan-maquishti/,Patricia Brennan,Maquishti,2021,7.4
138,/reviews/albums/thin-lizzy-jailbreak/,Thin Lizzy,Jailbreak,1976,9.1
139,/reviews/albums/buzzcocks-complete-ua-singles-1977-1980/,Buzzcocks,Complete UA Singles: 1977-1980,2021,7.9
140,/reviews/albums/shame-drunk-tank-pink/,Shame,Drunk Tank Pink,2021,7.6
141,/reviews/albums/tony-shhnow-kill-streak/,Tony Shhnow,Kill Streak,2020,7.5
142,/reviews/albums/four-tet-parallel-871/,Four Tet,Parallel,2020,7.7
143,/reviews/albums/morgan-wallen-dangerous-the-double-album/,Morgan Wallen,Dangerous: The Double Album,2021,6.9
144,/reviews/albums/jazmine-sullivan-heaux-tales/,Jazmine Sullivan,Heaux Tales,2021,8.6
145,/reviews/albums/heather-trost-petrichor/,Heather Trost,Petrichor,2020,7.2
146,/reviews/albums/viagra-boys-welfare-jazz/,Viagra Boys,Welfare Jazz,2021,7.2
147,/reviews/albums/mourn-self-worth/,Mourn,Self Worth,2020,7.2
148,/reviews/albums/navy-blue-song-of-sage-post-panic/,Navy Blue,Song of Sage: Post Panic!,2020,8.2
149,/reviews/albums/prurient-kelly-moran-chain-reaction-at-dusk/,Prurient||Kelly Moran,Chain Reaction At Dusk,2020,7.3
150,/reviews/albums/virginia-astley-from-gardens-where-we-feel-secure/,Virginia Astley,From Gardens Where We Feel Secure,1983,8.4
151,/reviews/albums/heavenly-a-bout-de-heavenly-the-singles/,Heavenly,A Bout De Heavenly: The Singles,2020,8.0
152,/reviews/albums/mica-levi-ruff-dog/,Mica Levi,Ruff Dog,2020,6.7
153,/reviews/albums/father-come-outside-we-not-gone-jump-you/,Father,"Come Outside, We Not Gone Jump You",2020,7.4
154,/reviews/albums/channel-tres-i-cant-go-outside/,Channel Tres,I Can’t Go Outside,2020,6.5
155,/reviews/albums/kacy-and-clayton-marlon-williams-plastic-bouquet/,Kacy & Clayton||Marlon Williams,Plastic Bouquet,2020,7.0
156,/reviews/albums/billy-woods-moor-mother-brass/,billy woods||Moor Mother,BRASS,2020,8.1
157,/reviews/albums/baldi-gerycz-duo-after-commodore-perry-service-plaza/,Baldi/Gerycz Duo,After Commodore Perry Service Plaza,2020,7.1
158,/reviews/albums/playboi-carti-whole-lotta-red/,Playboi Carti,Whole Lotta Red,2020,8.3
159,/reviews/albums/claire-rousay-it-was-always-worth-it/,Claire Rousay,it was always worth it,2020,7.7
160,/reviews/albums/boldy-james-real-bad-man-real-bad-boldy/,Boldy James||Real Bad Man,Real Bad Boldy,2020,7.6
161,/reviews/albums/i-love-your-lifestyle-no-driver/,I Love Your Lifestyle,No Driver,2020,7.7
162,/reviews/albums/nathan-salsburg-landwerk/,Nathan Salsburg,Landwerk,2020,7.5
163,/reviews/albums/joan-of-arc-tim-melina-theo-bobby/,Joan of Arc,Tim Melina Theo Bobby,2020,7.4
164,/reviews/albums/roland-haynes-second-wave/,Roland Haynes,Second Wave,2020,7.4
165,/reviews/albums/winston-cw-good-guess/,Winston C.W.,Good Guess,2020,7.5
166,/reviews/albums/jahari-massamba-unit-pardon-my-french/,Jahari Massamba Unit,Pardon My French,2020,7.0
167,/reviews/albums/roberta-flack-first-take/,Roberta Flack,First Take,2020,9.5
168,/reviews/albums/sault-untitled-black-is/,SAULT,Untitled (Black Is),2020,8.2
169,/reviews/albums/paul-mccartney-mccartney-iii/,Paul McCartney,McCartney III,2020,7.2
170,/reviews/albums/various-artists-planetmu25/,Various Artists,PlanetMµ25,2020,7.3
171,/reviews/albums/drive-by-truckers-the-new-ok/,Drive-By Truckers,The New OK,2020,7.3
172,/reviews/albums/u2-zooropa/,U2,Zooropa,1993,8.4
173,/reviews/albums/the-postal-service-everything-will-change/,The Postal Service,Everything Will Change,2020,7.8
174,/reviews/albums/godcaster-long-haired-locusts/,Godcaster,Long Haired Locusts,2020,7.4
175,/reviews/albums/kamaiyah-no-explanations/,Kamaiyah,No Explanations,2020,6.0
176,/reviews/albums/nonlocal-forecast-holographic-universes/,Nonlocal Forecast,Holographic Universe(s?)!,2020,7.3
177,/reviews/albums/belle-and-sebastian-what-to-look-for-in-summer/,Belle and Sebastian,What to Look for in Summer,2020,8.0
178,/reviews/albums/yungblud-weird/,YUNGBLUD,Weird!,2020,5.5
179,/reviews/albums/kid-cudi-man-on-the-moon-iii-the-chosen/,Kid Cudi,Man on the Moon III: The Chosen,2020,4.9
180,/reviews/albums/eternal-champion-ravening-iron/,Eternal Champion,Ravening Iron,2020,7.6
181,/reviews/albums/taylor-swift-evermore/,Taylor Swift,evermore,2020,7.9
182,/reviews/albums/ghostemane-anti-icon/,Ghostemane,ANTI-ICON,2020,7.4
183,/reviews/albums/the-avalanches-we-will-always-love-you/,The Avalanches,We Will Always Love You,2020,8.1
184,/reviews/albums/75-dollar-bill-little-big-band-live-at-tubbys/,75 Dollar Bill Little Big Band,Live at Tubby’s,2020,7.4
185,/reviews/albums/gil-scott-heron-pieces-of-a-man/,Gil Scott-Heron,Pieces of a Man,1971,9.0
186,/reviews/albums/nilufer-yanya-feeling-lucky-ep/,Nilüfer Yanya,Feeling Lucky? EP,2020,7.5
187,/reviews/albums/m-ward-think-of-spring/,M. Ward,Think of Spring,2020,7.0
188,/reviews/albums/xyla-ways/,Xyla,Ways,2020,7.7
189,/reviews/albums/sinai-vessel-ground-aswim/,Sinai Vessel,Ground Aswim,2020,7.3
190,/reviews/albums/arctic-monkeys-live-at-the-royal-albert-hall/,Arctic Monkeys,Live at the Royal Albert Hall,2020,7.3
191,/reviews/albums/liturgy-origin-of-the-alimonies/,Liturgy,Origin of the Alimonies,2020,7.8
192,/reviews/albums/baby-smoove-hardwood-classic/,Baby Smoove,Hardwood Classic,2020,5.8
193,/reviews/albums/rico-nasty-nightmare-vacation/,Rico Nasty,Nightmare Vacation,2020,7.4
194,/reviews/albums/shawn-mendes-wonder/,Shawn Mendes,Wonder,2020,5.0
195,/reviews/albums/jusell-prymek-sage-shiroishi-fuubutsushi/,"Jusell, Prymek, Sage, Shiroishi",Fuubutsushi (風物詩),2020,7.4
196,/reviews/albums/bad-bunny-el-ultimo-tour-del-mundo/,Bad Bunny,El Último Tour del Mundo,2020,7.7
197,/reviews/albums/khruangbin-late-night-tales/,Khruangbin,Late Night Tales,2020,6.8
198,/reviews/albums/juicy-j-the-hustle-continues/,Juicy J,The Hustle Continues,2020,6.8
199,/reviews/albums/undeath-lesions-of-a-different-kind/,Undeath,Lesions of a Different Kind,2020,8.0
200,/reviews/albums/sigur-ros-odins-raven-magic/,Sigur Rós,Odin’s Raven Magic,2020,6.8
201,/reviews/albums/dezron-douglas-brandee-younger-force-majeure/,Dezron Douglas||Brandee Younger,Force Majeure,2020,7.6
202,/reviews/albums/jordan-reyes-sand-like-stardust/,Jordan Reyes,Sand Like Stardust,2020,7.4
203,/reviews/albums/lee-paradise-the-fink/,Lee Paradise,The Fink,2020,7.4
204,/reviews/albums/the-pharcyde-bizarre-ride-ii-the-pharcyde/,The Pharcyde,Bizarre Ride II the Pharcyde,1992,9.3
205,/reviews/albums/bts-be/,BTS,Be,2020,7.0
206,/reviews/albums/nils-frahm-tripping-with-nils-frahm/,Nils Frahm,Tripping with Nils Frahm,2020,6.7
207,/reviews/albums/aya-nakamura-aya/,Aya Nakamura,AYA,2020,7.6
208,/reviews/albums/william-tyler-new-vanitas/,William Tyler,New Vanitas EP,2020,7.5
209,/reviews/albums/sharon-jones-and-the-dap-kings-just-dropped-in-to-see-what-condition-my-rendition-was-in/,Sharon Jones and the Dap-Kings,Just Dropped In (To See What Condition My Rendition Was In),2020,7.2
210,/reviews/albums/various-artists-strum-and-thrum-the-american-jangle-underground-1983-1987/,Various Artists,Strum & Thrum: The American Jangle Underground 1983 - 1987,2020,7.0
211,/reviews/albums/mamalarky-mamalarky/,Mamalarky,Mamalarky,2020,7.1
212,/reviews/albums/spillage-village-spilligion/,Spillage Village,Spilligion,2020,6.9
213,/reviews/albums/miley-cyrus-plastic-hearts/,Miley Cyrus,Plastic Hearts,2020,6.4
214,/reviews/albums/luke-abbott-translate/,Luke Abbott,Translate,2020,6.7
215,/reviews/albums/flora-yin-wong-holy-palm/,Flora Yin-Wong,Holy Palm,2020,7.3
216,/reviews/albums/nothing-the-great-dismal/,Nothing,The Great Dismal,2020,7.0
217,/reviews/albums/the-smashing-pumpkins-cyr/,The Smashing Pumpkins,CYR,2020,5.5
218,/reviews/albums/rob-mazurek-exploding-star-orchestra-dimensional-stardust/,Rob Mazurek||Exploding Star Orchestra,Dimensional Stardust,2020,8.0
219,/reviews/albums/lindstrom-and-prins-thomas-iii/,Lindstrøm & Prins Thomas,III,2020,7.3
220,/reviews/albums/fatima-yamaha-spontaneous-order/,Fatima Yamaha,Spontaneous Order,2020,6.5
221,/reviews/albums/flohio-no-panic-no-pain/,FLOHIO,No Panic No Pain,2020,6.7
222,/reviews/albums/cabaret-voltaire-shadow-of-fear/,Cabaret Voltaire,Shadow of Fear,2020,6.8
223,/reviews/albums/il-quadro-di-troisi-il-quadro-di-troisi/,Il Quadro di Troisi,Il Quadro di Troisi,2020,7.5
224,/reviews/albums/coil-musick-to-play-in-the-dark/,Coil,Musick to Play in the Dark,2020,8.4
225,/reviews/albums/george-harrison-ravi-shankar-the-concert-for-bangladesh/,George Harrison||Ravi Shankar,The Concert for Bangladesh,1971,9.0
226,/reviews/albums/the-jimi-hendrix-experience-live-in-maui/,The Jimi Hendrix Experience,Live In Maui,2020,8.4
227,/reviews/albums/phoebe-bridgers-copycat-killer-ep/,Phoebe Bridgers,Copycat Killer EP,2020,7.2
228,/reviews/albums/kali-uchis-sin-miedo-del-amor-y-otros-demonios/,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,2020,7.8
229,/reviews/albums/shygirl-alias-ep/,Shygirl ,Alias EP,2020,7.5
230,/reviews/albums/megan-thee-stallion-good-news/,Megan Thee Stallion,Good News,2020,7.8
231,/reviews/albums/mary-j-blige-my-life/,Mary J. Blige,My Life,2020,7.0
232,/reviews/albums/roc-marciano-mt-marci/,Roc Marciano,Mt. Marci,2020,7.7
233,/reviews/albums/loski-a-drill-story-music-trial-and-trauma/,Loski,"A Drill Story: Music, Trial & Trauma",2020,6.7
234,/reviews/albums/the-war-on-drugs-live-drugs/,The War on Drugs,LIVE DRUGS,2020,7.8
235,/reviews/albums/benee-hey-u-x/,BENEE,Hey u x,2020,6.4
236,/reviews/albums/saint-jhn-while-the-world-was-burning/,SAINt JHN,While the World Was Burning,2020,5.7
237,/reviews/albums/ilsa-preyer/,Ilsa,Preyer,2020,7.3
238,/reviews/albums/usher-confessions/,Usher,Confessions,2004,9.0
239,/reviews/albums/badge-epoque-ensemble-self-help/,Badge Époque Ensemble,Self Help,2020,7.6
240,/reviews/albums/nick-cave-idiot-prayer-nick-cave-alone-at-alexandra-palace/,Nick Cave, Idiot Prayer: Nick Cave Alone at Alexandra Palace,2020,8.0
241,/reviews/albums/babeheaven-home-for-now/,Babeheaven,Home for Now,2020,6.6
242,/reviews/albums/david-nance-staunch-honey/,David Nance,Staunch Honey,2020,7.7
243,/reviews/albums/king-von-welcome-to-oblock/,King Von,Welcome to O'Block,2020,6.8
244,/reviews/albums/emily-a-sprague-hill-flower-fog/,Emily A. Sprague,"Hill, Flower, Fog",2020,7.6
245,/reviews/albums/told-slant-point-the-flashlight-and-walk/,Told Slant,Point the Flashlight and Walk,2020,7.7
246,/reviews/albums/cakes-da-killa-proper-villains-muvaland-ep/,Cakes Da Killa||Proper Villains,Muvaland EP,2020,7.5
247,/reviews/albums/tv-freaks-people/,TV Freaks,People,2020,7.8
248,/reviews/albums/soul-glo-songs-to-yeet-at-the-sun-ep/,SOUL GLO,Songs to Yeet at the Sun EP,2020,8.1
249,/reviews/albums/pink-siifu-fly-anakin-flysiifus/,Pink Siifu||Fly Anakin,Fly Siifu’s,2020,6.8
250,/reviews/albums/m-geddes-gengras-time-makes-nothing-happen/,M. Geddes Gengras, Time Makes Nothing Happen,2020,7.4
251,/reviews/albums/dollarnot-beautiful-havoc/,$NOT,Beautiful Havoc,2020,6.8
252,/reviews/albums/future-lil-uzi-vert-pluto-x-baby-pluto/,Future||Lil Uzi Vert,Pluto x Baby Pluto,2020,6.8
253,/reviews/albums/pa-salieu-send-them-to-coventry/,Pa Salieu,Send Them to Coventry,2020,8.1
254,/reviews/albums/molchat-doma-monument/,Molchat Doma,Monument,2020,7.0
255,/reviews/albums/carl-stone-stolen-car/,Carl Stone,Stolen Car,2020,7.8
256,/reviews/albums/ana-roxanne-because-of-a-flower/,Ana Roxanne,Because of a Flower,2020,8.0
257,/reviews/albums/kylie-minogue-disco/,Kylie Minogue,DISCO,2020,5.6
258,/reviews/albums/akadrix-codigo-de-barras/,A.k.Adrix,Código de Barras,2020,7.4
259,/reviews/albums/ericdoa-coa/,ericdoa,COA,2020,6.8
260,/reviews/albums/john-lee-hooker-it-serve-you-right-to-suffer/,John Lee Hooker,It Serve You Right to Suffer,1966,8.6
261,/reviews/albums/aesop-rock-spirit-world-field-guide/,Aesop Rock,Spirit World Field Guide,2020,8.0
262,/reviews/albums/amaarae-the-angel-you-dont-know/,Amaarae,The Angel You Don’t Know,2020,8.4
263,/reviews/albums/the-nels-cline-singers-share-the-wealth/,The Nels Cline Singers,Share the Wealth,2020,7.6
264,/reviews/albums/domenique-dumont-people-on-sunday/,Domenique Dumont,People on Sunday,2020,7.0
265,/reviews/albums/chavez-gone-glimmering/,Chavez,Gone Glimmering,2020,8.6
