pitchfork_id,artist,album,score,link,release_year
36,Ski Mask the Slump God,Stokeley,7.2,https://pitchfork.com/reviews/albums/ski-mask-the-slump-god-stokeley/,2018.0
37,Bruce Springsteen,Springsteen on Broadway,8.0,https://pitchfork.com/reviews/albums/bruce-springsteen-springsteen-on-broadway/,2018.0
38,My Brightest Diamond,A Million and One,7.0,https://pitchfork.com/reviews/albums/my-brightest-diamond-a-million-and-one/,2018.0
39,XXXTentacion,Skins,3.0,https://pitchfork.com/reviews/albums/xxxtentacion-skins/,2018.0
40,Coldplay,Live in Buenos Aires,6.1,https://pitchfork.com/reviews/albums/coldplay-live-in-buenos-aires/,2018.0
41,XXL,Puff O’Gigio,7.5,https://pitchfork.com/reviews/albums/xxl-puff-ogigio/,2018.0
42,J.I.D,DiCaprio 2,7.7,https://pitchfork.com/reviews/albums/jid-dicaprio-2/,2018.0
43,Chic,The Chic Organization 1977-1979,8.2,https://pitchfork.com/reviews/albums/chic-sister-sledge-the-chic-organization-1977-1979/,2018.0
44,Merzbow,MONOAkuma,7.0,https://pitchfork.com/reviews/albums/merzbow-monoakuma/,2018.0
45,Gucci Mane,Evil Genius,6.5,https://pitchfork.com/reviews/albums/gucci-mane-evil-genius/,2018.0
46,It Looks Sad.,Sky Lake,6.9,https://pitchfork.com/reviews/albums/it-looks-sad-sky-lake/,2018.0
47,State Champion,Send Flowers,8.0,https://pitchfork.com/reviews/albums/state-champion-send-flowers/,2018.0
48,Blake Mills,Look,8.1,https://pitchfork.com/reviews/albums/blake-mills-look/,2018.0
49,The Spinanes,Manos,8.5,https://pitchfork.com/reviews/albums/the-spinanes-manos/,1993.0
50,Rose Droll,Your Dog,6.7,https://pitchfork.com/reviews/albums/rose-droll-your-dog/,2018.0
51,Black Sabbath,Paranoid,9.5,https://pitchfork.com/reviews/albums/black-sabbath-paranoid/,1970.0
52,Various Artists,Pop Ambient 2019,7.6,https://pitchfork.com/reviews/albums/various-artists-pop-ambient-2019/,2018.0
53,"Oren Ambarchi, Jim O’Rourke",Hence,7.4,https://pitchfork.com/reviews/albums/oren-ambarchi-jim-orourke-hence/,2018.0
54,Galya Bisengalieva,EP ONE,7.6,https://pitchfork.com/reviews/albums/galya-bisengalieva-ep-one/,2018.0
55,Alessia Cara,The Pains of Growing,6.8,https://pitchfork.com/reviews/albums/alessia-cara-the-pains-of-growing/,2018.0
56,Heather Leigh,Throne,7.7,https://pitchfork.com/reviews/albums/heather-leigh-throne/,2018.0
57,Stephen Steinbrink,Utopia Teased,7.3,https://pitchfork.com/reviews/albums/stephen-steinbrink-utopia-teased/,2018.0
58,Bill Callahan,Live at Third Man Records,7.4,https://pitchfork.com/reviews/albums/bill-callahan-live-at-third-man-records/,2018.0
59,Kodie Shane,Young HeartThrob,7.8,https://pitchfork.com/reviews/albums/kodie-shane-young-heartthrob/,2018.0
60,"Chris Corsano, Bill Orcutt",Brace Up!,8.0,https://pitchfork.com/reviews/albums/chris-corsano-bill-orcutt-brace-up/,2018.0
61,Zubin,Heavy Down Pour EP,6.9,https://pitchfork.com/reviews/albums/zubin-heavy-down-pour-ep/,2018.0
62,David Bowie,Glastonbury 2000,7.0,https://pitchfork.com/reviews/albums/david-bowie-glastonbury-2000/,2018.0
63,"The Good, the Bad & the Queen",Merrie Land,7.5,https://pitchfork.com/reviews/albums/the-good-the-bad-and-the-queen-merrie-land/,2018.0
64,Waajeed,From the Dirt,7.4,https://pitchfork.com/reviews/albums/waajeed-from-the-dirt/,2018.0
65,The Samps,Breakfast,7.3,https://pitchfork.com/reviews/albums/the-samps-breakfast/,2018.0
66,Meek Mill,Championships,7.7,https://pitchfork.com/reviews/albums/meek-mill-championships/,2018.0
67,Iron Maiden,Iron Maiden,7.0,https://pitchfork.com/reviews/albums/iron-maiden-iron-maiden-killers-the-number-of-the-beast-piece-of-mind/,1980.0
68,Dipset,Diplomatic Ties,4.0,https://pitchfork.com/reviews/albums/dipset-diplomatic-ties/,2018.0
69,Kirk Knight,IIWII (It Is What It Is),5.7,https://pitchfork.com/reviews/albums/kirk-knight-iiwii-it-is-what-it-is/,2018.0
70,Jeff Tweedy,WARM,8.3,https://pitchfork.com/reviews/albums/jeff-tweedy-warm/,2018.0
71,6ix9ine,DUMMY BOY,3.4,https://pitchfork.com/reviews/albums/6ix9ine-dummy-boy/,2018.0
72,Jon Spencer,Spencer Sings the Hits!,7.3,https://pitchfork.com/reviews/albums/jon-spencer-spencer-sings-the-hits/,2018.0
73,didi,Like Memory Foam,7.1,https://pitchfork.com/reviews/albums/didi-like-memory-foam/,2018.0
74,Daft Punk,Homework,9.2,https://pitchfork.com/reviews/albums/daft-punk-homework/,1997.0
75,Neil Young,Songs for Judy,8.0,https://pitchfork.com/reviews/albums/neil-young-songs-for-judy/,2018.0
76,Tommy Genesis ,Tommy Genesis,7.3,https://pitchfork.com/reviews/albums/tommy-genesis-tommy-genesis/,2018.0
77,Bauhaus,The Bela Session,7.9,https://pitchfork.com/reviews/albums/bauhaus-the-bela-session/,2018.0
78,BEAST,Ens,6.8,https://pitchfork.com/reviews/albums/beast-ens/,2018.0
79,Earl Sweatshirt,Some Rap Songs,8.8,https://pitchfork.com/reviews/albums/earl-sweatshirt-some-rap-songs/,2018.0
80,"Wolfgang Tillmans, Powell",Spoken By the Other EP,6.8,https://pitchfork.com/reviews/albums/wolfgang-tillmans-powell-spoken-by-the-other-ep/,2018.0
81,Hprizm,Magnetic Memory,7.7,https://pitchfork.com/reviews/albums/hprizm-magnetic-memory/,2018.0
82,Joseph Shabason,Anne,7.8,https://pitchfork.com/reviews/albums/joseph-shabason-anne/,2018.0
83,The 1975,A Brief Inquiry Into Online Relationships,8.5,https://pitchfork.com/reviews/albums/the-1975-a-brief-inquiry-into-online-relationships/,2018.0
84,Rainer Maria,Look Now Look Again,8.3,https://pitchfork.com/reviews/albums/rainer-maria-look-now-look-again/,1999.0
85,Eiko Ishibashi,The Dream My Bones Dream,7.5,https://pitchfork.com/reviews/albums/eiko-ishibashi-the-dream-my-bones-dream/,2018.0
86,Nicholas Krgovich,“Ouch”,7.2,https://pitchfork.com/reviews/albums/nicholas-krgovich-ouch/,2018.0
87,City Girls,G I R L C O D E,7.0,https://pitchfork.com/reviews/albums/city-girls-g-i-r-l-c-o-d-e/,2018.0
88,Mike WiLL Made-It,Creed II: The Album,5.7,https://pitchfork.com/reviews/albums/mike-will-made-it-creed-ii-the-album/,2018.0
89,Peder Mannerfelt,Daily Routine,7.9,https://pitchfork.com/reviews/albums/peder-mannerfelt-daily-routine/,2018.0
90,ZULI,Terminal,7.7,https://pitchfork.com/reviews/albums/zuli-terminal/,2018.0
91,Ian Isiah,Shugga Sextape Vol. 1,7.7,https://pitchfork.com/reviews/albums/ian-isiah-shugga-sextape-vol-1/,2018.0
92,Foodman,Moriyama EP,7.5,https://pitchfork.com/reviews/albums/foodman-moriyama-ep/,2018.0
93,Jacques Greene,Fever Focus EP,7.7,https://pitchfork.com/reviews/albums/jacques-greene-fever-focus-ep/,2018.0
94,Ellis ,The Fuzz EP,7.4,https://pitchfork.com/reviews/albums/ellis-the-fuzz-ep/,2018.0
95,Oneohtrix Point Never,Love in the Time of Lexapro EP,6.5,https://pitchfork.com/reviews/albums/oneohtrix-point-never-love-in-the-time-of-lexapro-ep/,2018.0
96,Ryley Walker,The Lillywhite Sessions,7.8,https://pitchfork.com/reviews/albums/ryley-walker-the-lillywhite-sessions/,2018.0
97,Leikeli47,Acrylic,7.6,https://pitchfork.com/reviews/albums/leikeli47-acrylic/,2018.0
98,SUSS,Ghost Box (Expanded),7.6,https://pitchfork.com/reviews/albums/suss-ghost-box-expanded/,2018.0
99,Van Morrison,Moondance,8.4,https://pitchfork.com/reviews/albums/van-morrison-moondance/,1970.0
100,Art Brut,Wham! Bang! Pow! Let’s Rock Out!,7.0,https://pitchfork.com/reviews/albums/art-brut-wham-bang-pow-lets-rock-out/,2018.0
101,"Meg Baird, Mary Lattimore",Ghost Forests,7.4,https://pitchfork.com/reviews/albums/meg-baird-mary-lattimore-ghost-forests/,2018.0
102,Songs: Ohia,Love & Work: The Lioness Sessions,8.7,https://pitchfork.com/reviews/albums/songs-ohia-love-and-work-the-lioness-sessions/,2018.0
103,Mariah Carey,Caution,7.5,https://pitchfork.com/reviews/albums/mariah-carey-caution/,2018.0
104,"Tyler, the Creator",Music Inspired by Illumination & Dr. Seuss’ The Grinch EP,7.2,https://pitchfork.com/reviews/albums/tyler-the-creator-music-inspired-by-illumination-and-dr-seuss-the-grinch-ep/,2018.0
105,teddy<3,LillyAnna,6.8,https://pitchfork.com/reviews/albums/teddy3-lillyanna/,2018.0
106,Grapetooth,Grapetooth,5.9,https://pitchfork.com/reviews/albums/grapetooth-grapetooth/,2018.0
107,Mumford & Sons,Delta,5.8,https://pitchfork.com/reviews/albums/mumford-and-sons-delta/,2018.0
108,Funeral Chic,Superstition,7.1,https://pitchfork.com/reviews/albums/funeral-chic-superstition/,2018.0
109,Lil Tracy,Sinner EP,6.0,https://pitchfork.com/reviews/albums/lil-tracy-sinner-ep/,2018.0
110,The Smashing Pumpkins,"Shiny and Oh So Bright, Vol. 1 / LP: No Past. No Future. No Sun.",3.4,https://pitchfork.com/reviews/albums/the-smashing-pumpkins-shiny-and-oh-so-bright-vol-1-lp-no-past-no-future-no-sun/,2018.0
111,Little Dragon,Lover Chanting EP,5.2,https://pitchfork.com/reviews/albums/little-dragon-lover-chanting-ep/,2018.0
112,"ALLBLACK, Kenny Beats",2 Minute Drills EP,7.4,https://pitchfork.com/reviews/albums/allblack-kenny-beats-2-minute-drills-ep/,2018.0
113,Marianne Faithfull,Negative Capability,8.0,https://pitchfork.com/reviews/albums/marianne-faithfull-negative-capability/,2018.0
114,Lil Peep,Hellboy,8.5,https://pitchfork.com/reviews/albums/lil-peep-hellboy/,2016.0
115,Objekt,Cocoon Crush,8.0,https://pitchfork.com/reviews/albums/objekt-cocoon-crush/,2018.0
116,Charles Bradley,Black Velvet,6.6,https://pitchfork.com/reviews/albums/charles-bradley-black-velvet/,2018.0
117,The Men,Hated: 2008-2011,7.4,https://pitchfork.com/reviews/albums/the-men-hated-2008-2011/,2018.0
118,Charles Mingus,Jazz in Detroit / Strata Concert Gallery / 46 Selden,8.6,https://pitchfork.com/reviews/albums/charles-mingus-jazz-in-detroit-strata-concert-gallery-46-selden/,2018.0
119,Anderson .Paak,Oxnard,7.0,https://pitchfork.com/reviews/albums/anderson-paak-oxnard/,2018.0
120,Trippie Redd,A Love Letter to You 3,6.6,https://pitchfork.com/reviews/albums/trippie-redd-a-love-letter-to-you-3/,2018.0
121,Wume,Towards the Shadow,7.5,https://pitchfork.com/reviews/albums/wume-towards-the-shadow/,2018.0
122,Senyawa,Sujud,7.6,https://pitchfork.com/reviews/albums/senyawa-sujud/,2018.0
123,Muse,Simulation Theory,6.0,https://pitchfork.com/reviews/albums/muse-simulation-theory/,2018.0
124,CupcakKe,Eden,7.9,https://pitchfork.com/reviews/albums/cupcakke-eden/,2018.0
125,Demdike Stare,Passion,8.0,https://pitchfork.com/reviews/albums/demdike-stare-passion/,2018.0
126,The Glands,I Can See My House From Here,8.5,https://pitchfork.com/reviews/albums/the-glands-i-can-see-my-house-from-here/,2018.0
127,Imagine Dragons,Origins,5.3,https://pitchfork.com/reviews/albums/imagine-dragons-origins/,2018.0
128,Sun Kil Moon,This Is My Dinner,2.8,https://pitchfork.com/reviews/albums/sun-kil-moon-this-is-my-dinner/,2018.0
129,"Freddie Gibbs, Curren$y, The Alchemist",Fetti,8.0,https://pitchfork.com/reviews/albums/freddie-gibbs-currendollary-the-alchemist-fetti/,2018.0
130,"David Lynch, Angelo Badalamenti",Thought Gang,6.2,https://pitchfork.com/reviews/albums/david-lynch-angelo-badalamenti-thought-gang/,2018.0
131,Laura Jane Grace & the Devouring Mothers,Bought to Rot,5.6,https://pitchfork.com/reviews/albums/laura-jane-grace-and-the-devouring-mothers-bought-to-rot/,2018.0
132,"Félicia Atkinson, Jefre Cantu-Ledesma",Limpid as the Solitudes,7.7,https://pitchfork.com/reviews/albums/felicia-atkinson-jefre-cantu-ledesma-limpid-as-the-solitudes/,2018.0
133,Gaye Su Akyol,İstikrarlı Hayal Hakikattir,7.7,https://pitchfork.com/reviews/albums/gaye-su-akyol-istikrarli-hayal-hakikattir/,2018.0
134,"Homeboy Sandman, Edan",Humble Pi,6.8,https://pitchfork.com/reviews/albums/homeboy-sandman-edan-humble-pi/,2018.0
135,Smino,NOIR,7.6,https://pitchfork.com/reviews/albums/smino-noir/,2018.0
136,J Mascis,Elastic Days,7.3,https://pitchfork.com/reviews/albums/j-mascis-elastic-days/,2018.0
137,H.E.R.,I Used to Know Her: Part 2 EP,6.0,https://pitchfork.com/reviews/albums/her-i-used-to-know-her-part-2-ep/,2018.0
138,Yung Lean,Poison Ivy,4.9,https://pitchfork.com/reviews/albums/yung-lean-poison-ivy/,2018.0
139,System of a Down,Toxicity,8.2,https://pitchfork.com/reviews/albums/system-of-a-down-toxicity/,2001.0
140,Fleet Foxes,First Collection 2006 – 2009,8.1,https://pitchfork.com/reviews/albums/fleet-foxes-first-collection-2006-2009/,2018.0
141,BlocBoy JB ,Don’t Think That,6.2,https://pitchfork.com/reviews/albums/blocboy-jb-dont-think-that/,2018.0
142,Rosanne Cash,She Remembers Everything,7.6,https://pitchfork.com/reviews/albums/rosanne-cash-she-remembers-everything/,2018.0
143,RRUCCULLA,SHuSH,7.6,https://pitchfork.com/reviews/albums/rrucculla-shush/,2018.0
144,Lil Peep,Come Over When You’re Sober Pt. 2,7.2,https://pitchfork.com/reviews/albums/lil-peep-come-over-when-youre-sober-pt-2/,2018.0
145,Vessel,Queen of Golden Dogs,8.0,https://pitchfork.com/reviews/albums/vessel-queen-of-golden-dogs/,2018.0
146,Swizz Beatz,Poison,7.1,https://pitchfork.com/reviews/albums/swizz-beatz-poison/,2018.0
147,Daughters,You Won’t Get What You Want,8.0,https://pitchfork.com/reviews/albums/daughters-you-wont-get-what-you-want/,2018.0
148,Rosalía,El Mal Querer,8.8,https://pitchfork.com/reviews/albums/rosalia-el-mal-querer/,2018.0
149,Flohio,Wild Yout EP,6.8,https://pitchfork.com/reviews/albums/flohio-wild-yout-ep/,2018.0
150,Nicole Dollanganger,Heart Shaped Bed,6.0,https://pitchfork.com/reviews/albums/nicole-dollanganger-heart-shaped-bed/,2018.0
151,Matt Ox,OX,5.6,https://pitchfork.com/reviews/albums/matt-ox-ox/,2018.0
152,Metro Boomin,Not All Heroes Wear Capes,7.7,https://pitchfork.com/reviews/albums/metro-boomin-not-all-heroes-wear-capes/,2018.0
153,Takeoff,The Last Rocket,7.7,https://pitchfork.com/reviews/albums/takeoff-the-last-rocket/,2018.0
154,Bob Dylan,"More Blood, More Tracks: The Bootleg Series Vol. 14",8.5,https://pitchfork.com/reviews/albums/bob-dylan-more-blood-more-tracks-the-bootleg-series-vol-14/,2018.0
155,1010 Benja SL,Two Houses EP,7.9,https://pitchfork.com/reviews/albums/1010-benja-sl-two-houses-ep/,2018.0
156,Georgia Anne Muldrow,Overload,8.0,https://pitchfork.com/reviews/albums/georgia-anne-muldrow-overload/,2018.0
157,Action Bronson,White Bronco,5.1,https://pitchfork.com/reviews/albums/action-bronson-white-bronco/,2018.0
158,Brent Faiyaz  ,Lost EP,6.6,https://pitchfork.com/reviews/albums/brent-faiyaz-lost-ep/,2018.0
159,The Prodigy,No Tourists,6.2,https://pitchfork.com/reviews/albums/the-prodigy-no-tourists/,2018.0
160,Pistol Annies,Interstate Gospel,8.0,https://pitchfork.com/reviews/albums/pistol-annies-interstate-gospel/,2018.0
161,Kelly Moran,Ultraviolet,7.6,https://pitchfork.com/reviews/albums/kelly-moran-ultraviolet/,2018.0
162,Dead Can Dance,Dionysus,7.3,https://pitchfork.com/reviews/albums/dead-can-dance-dionysus/,2018.0
163,Ian William Craig,Thresholder,7.9,https://pitchfork.com/reviews/albums/ian-william-craig-thresholder/,2018.0
164,Missy Elliott,Supa Dupa Fly,9.0,https://pitchfork.com/reviews/albums/missy-elliott-supa-dupa-fly/,1997.0
165,"Ty Dolla $ign, Jeremih",MihTy,7.7,https://pitchfork.com/reviews/albums/ty-dolla-dollarign-jeremih-mihty/,2018.0
166,Metallica,...And Justice for All,9.3,https://pitchfork.com/reviews/albums/metallica-and-justice-for-all/,1988.0
167,Ian Sweet,Crush Crusher,6.5,https://pitchfork.com/reviews/albums/ian-sweet-crush-crusher/,2018.0
168,Tasha,Alone at Last,7.1,https://pitchfork.com/reviews/albums/tasha-alone-at-last/,2018.0
169,Vince Staples,FM!,8.2,https://pitchfork.com/reviews/albums/vince-staples-fm/,2018.0
170,Julia Holter,Aviary,8.2,https://pitchfork.com/reviews/albums/julia-holter-aviary/,2018.0
171,Tory Lanez,LoVE me NOw,5.0,https://pitchfork.com/reviews/albums/tory-lanez-love-me-now/,2018.0
172,Mr Twin Sister,Salt,7.0,https://pitchfork.com/reviews/albums/mr-twin-sister-salt/,2018.0
173,Miya Folick  ,Premonitions,8.1,https://pitchfork.com/reviews/albums/miya-folick-premonitions/,2018.0
174,R.E.M.,R.E.M. at the BBC,7.4,https://pitchfork.com/reviews/albums/rem-rem-at-the-bbc/,2018.0
175,Saves the Day,9,3.5,https://pitchfork.com/reviews/albums/saves-the-day-9/,2018.0
176,Mr. Mitch,Primary Progressive,7.7,https://pitchfork.com/reviews/albums/mr-mitch-primary-progressive/,2018.0
177,Nao,Saturn,7.7,https://pitchfork.com/reviews/albums/nao-saturn/,2018.0
178,Deerhoof,Deerhoof Plays Music of the Shining,7.1,https://pitchfork.com/reviews/albums/deerhoof-deerhoof-plays-music-of-the-shining/,2018.0
179,Joji,BALLADS 1,6.7,https://pitchfork.com/reviews/albums/joji-ballads-1/,2018.0
180,"Apollo Brown, Joell Ortiz",Mona Lisa,6.7,https://pitchfork.com/reviews/albums/apollo-brown-joell-ortiz-mona-lisa/,2018.0
181,Mick Jenkins,Pieces of a Man,7.6,https://pitchfork.com/reviews/albums/mick-jenkins-pieces-of-a-man/,2018.0
182,Colin Self,Siblings,8.0,https://pitchfork.com/reviews/albums/colin-self-siblings/,2018.0
183,"John Carpenter, Cody Carpenter, Daniel Davies",Halloween: Original Motion Picture Soundtrack,7.4,https://pitchfork.com/reviews/albums/john-carpenter-cody-carpenter-daniel-halloween-original-motion-picture-soundtrack/,2018.0
184,Anna St. Louis ,If Only There Was a River,7.5,https://pitchfork.com/reviews/albums/anna-st-louis-if-only-there-was-a-river/,2018.0
185,Makaya McCraven,Universal Beings,8.1,https://pitchfork.com/reviews/albums/makaya-mccraven-universal-beings/,2018.0
186,Unknown Mortal Orchestra,IC-01 Hanoi,6.5,https://pitchfork.com/reviews/albums/unknown-mortal-orchestra-ic-01-hanoi/,2018.0
187,SRSQ,Unreality,6.9,https://pitchfork.com/reviews/albums/srsq-unreality/,2018.0
188,Cosmic Analog Ensemble,Une Vie Cent Détours,7.7,https://pitchfork.com/reviews/albums/cosmic-analog-ensemble-une-vie-cent-detours/,2018.0
189,Lucinda Williams,Car Wheels on a Gravel Road,9.5,https://pitchfork.com/reviews/albums/lucinda-williams-car-wheels-on-a-gravel-road/,1998.0
190,Thom Yorke,Suspiria (Music for the Luca Guadagnino Film),8.0,https://pitchfork.com/reviews/albums/thom-yorke-suspiria-music-for-the-luca-guadagnino-film/,2018.0
191,Bruce,Sonder Somatic,7.4,https://pitchfork.com/reviews/albums/bruce-sonder-somatic/,2018.0
192,Peter Bjorn and John,Darker Days,6.8,https://pitchfork.com/reviews/albums/peter-bjorn-and-john-darker-days/,2018.0
193,"Laraaji, Arji OceAnanda, Dallas Acid",Arrive Without Leaving,7.6,https://pitchfork.com/reviews/albums/laraaji-arji-oceananda-dallas-acid-arrive-without-leaving/,2018.0
194,boygenius,boygenius EP,8.3,https://pitchfork.com/reviews/albums/boygenius-boygenius-ep/,2018.0
195,Geotic,Traversa,6.7,https://pitchfork.com/reviews/albums/geotic-traversa/,2018.0
196,Amerie,4AM Mulholland EP,7.2,https://pitchfork.com/reviews/albums/amerie-4am-mulholland-ep-after-4am-ep/,2018.0
197,Joy Orbison,81b EP,7.7,https://pitchfork.com/reviews/albums/joy-orbison-81b-ep/,2018.0
198,Robyn,Honey,8.5,https://pitchfork.com/reviews/albums/robyn-honey/,2018.0
199,"Future, Juice WRLD",WRLD on Drugs,6.3,https://pitchfork.com/reviews/albums/future-juice-wrld-wrld-on-drugs/,2018.0
200,Queen,Bohemian Rhapsody OST,4.5,https://pitchfork.com/reviews/albums/queen-bohemian-rhapsody-ost/,2018.0
201,Candy,Good to Feel,7.5,https://pitchfork.com/reviews/albums/candy-good-to-feel/,2018.0
202,How to Dress Well,The Anteroom,7.3,https://pitchfork.com/reviews/albums/how-to-dress-well-the-anteroom/,2018.0
203,Lil Yachty,Nuthin’ 2 Prove,6.1,https://pitchfork.com/reviews/albums/lil-yachty-nuthin-2-prove/,2018.0
204,Will Oldham,Songs of Love and Horror,7.1,https://pitchfork.com/reviews/albums/will-oldham-songs-of-love-and-horror/,2018.0
205,Neneh Cherry,Broken Politics,7.3,https://pitchfork.com/reviews/albums/neneh-cherry-broken-politics/,2018.0
206,Greta Van Fleet,Anthem of the Peaceful Army,1.6,https://pitchfork.com/reviews/albums/greta-van-fleet-anthem-of-the-peaceful-army/,2018.0
207,Yoko Ono,Warzone,6.3,https://pitchfork.com/reviews/albums/yoko-ono-warzone/,2018.0
208,Helena Deland,From the Series of Songs “Altogether Unaccompanied”,7.8,https://pitchfork.com/reviews/albums/helena-deland-from-the-series-of-songs-altogether-unaccompanied/,2018.0
209,Weakened Friends,Common Blah,7.0,https://pitchfork.com/reviews/albums/weakened-friends-common-blah/,2018.0
210,Empress Of,Us,6.3,https://pitchfork.com/reviews/albums/empress-of-us/,2018.0
211,MØ,Forever Neverland,6.0,https://pitchfork.com/reviews/albums/mo-forever-neverland/,2018.0
212,Eli Keszler,Stadium,8.0,https://pitchfork.com/reviews/albums/eli-keszler-stadium/,2018.0
213,GØGGS,Pre Strike Sweep,7.2,https://pitchfork.com/reviews/albums/goggs-pre-strike-sweep/,2018.0
214,Talking Heads,Remain in Light,10.0,https://pitchfork.com/reviews/albums/talking-heads-remain-in-light/,1980.0
215,David Bowie,Loving the Alien,7.1,https://pitchfork.com/reviews/albums/david-bowie-loving-the-alien-1983-1988/,2018.0
216,Kim Kashkashian,J.S. Bach: Six Suites for Viola Solo,7.6,https://pitchfork.com/reviews/albums/kim-kashkashian-js-bach-six-suites-for-viola-solo/,2018.0
217,Young Jesus,The Whole Thing Is Just There,8.1,https://pitchfork.com/reviews/albums/young-jesus-the-whole-thing-is-just-there/,2018.0
218,Molly Burch,First Flower,6.7,https://pitchfork.com/reviews/albums/molly-burch-first-flower/,2018.0
219,Cloud Nothings,Last Building Burning,7.6,https://pitchfork.com/reviews/albums/cloud-nothings-last-building-burning/,2018.0
220,Khalid,Suncity EP,6.2,https://pitchfork.com/reviews/albums/khalid-suncity-ep/,2018.0
