pitchfork_id,link,artist,album,release_year,score,Unnamed: 6
15702,/reviews/albums/11073-the-message-uni-versa/,G&D,The Message Uni Versa,2007,4,
15703,/reviews/albums/11057-little-eyes/,Ed Askew,Little Eyes,2007,6.5,
15704,/reviews/albums/11102-superman-was-a-rocker/,Robert Pollard,Superman Was a Rocker,2008,5,
15705,/reviews/albums/11059-dj-kicks/,Booka Shade,DJ-Kicks,2007,7.4,
15706,/reviews/albums/11058-vampire-weekend/,Vampire Weekend,Vampire Weekend,2008,8.8,
15707,/reviews/albums/11054-science-fiction-illustrated/,Mother and the Addicts,Science Fiction Illustrated,2008,6.8,
15708,/reviews/albums/11063-arms/,Zs,Arms,2007,7.8,
15709,/reviews/albums/11043-early-works/,C.C.C.C.,Early Works,2007,8,
15710,/reviews/albums/11067-light-works/,Aloha,Light Works,2007,6.4,
15711,/reviews/albums/11080-brighter-than-creations-dark/,Drive-By Truckers,Brighter Than Creation's Dark,2008,8.2,
15712,/reviews/albums/11037-sabotage-gigante/,Rob Sonic,Sabotage Gigante,2007,6.9,
15713,/reviews/albums/11061-the-street-lights-have-been-turned-down/,Zillionaire,The Street Lights Have Been Turned Down,2008,6.8,
15714,/reviews/albums/11035-parallel-suns/,Samara Lubelski,Parallel Suns,2007,7.5,
15715,/reviews/albums/11079-30/,Buzzcocks,30,2008,6.2,
15716,/reviews/albums/11065-mixed-up/,Love Is All,Mixed Up,2008,6.2,
15717,/reviews/albums/11038-the-alchemist/,Witchcraft,The Alchemist,2007,5.8,
15718,/reviews/albums/11039-quantum-fucking/,Fatal Flying Guilloteens,Quantum Fucking,2007,7.5,
15719,/reviews/albums/11027-black-mirror-reflections-in-global-music-1918-1955/,null -index error,Black Mirror: Reflections in Global Music (1918-1955),2007,8.6,
15720,/reviews/albums/11075-the-portrait-is-finished-and-i-have-failed-to-capture-your-beauty/,"Hello, Blue Roses",The Portrait Is Finished and I Have Failed to Capture Your Beauty...,2008,4.8,
15721,/reviews/albums/11056-in-the-future/,Black Mountain,In the Future,2008,7.4,
15722,/reviews/albums/11025-im-like-a-virgin-losing-a-child/,Manchester Orchestra,I'm Like a Virgin Losing a Child,2007,5.1,
15723,/reviews/albums/11642-cadenza-contemporary-01classics/,null -index error,Cadenza Contemporary 01/Classics,2007,8.2,
15724,/reviews/albums/11069-gram-parsons-archives-volume-1-gram-parsons-with-the-flying-burrito-brothers-live-at-the-avalon-ballroom-1969/,Gram Parsons,Gram Parsons Archives Volume 1: Gram Parsons with the Flying Burrito Brothers Live at the Avalon Ballroom 1969,2008,8.2,
15725,/reviews/albums/11066-rip-it-off/,Times New Viking,Rip It Off,2008,8.4,
15726,/reviews/albums/11033-lullaby-for-liquid-pig/,Lisa Germano,Lullaby for Liquid Pig,2007,7.8,
15727,/reviews/albums/11032-the-best-of-lisa-gerrard/,Lisa Gerrard,The Best of Lisa Gerrard,2007,4.8,
15728,/reviews/albums/11029-epic-fits/,PRE,Epic Fits,2007,7,
15729,/reviews/albums/11026-ragged-rubble/,Double Dagger,Ragged Rubble,2007,7.3,
15730,/reviews/albums/11070-liferz/,Blood on the Wall,Liferz,2008,7.8,
15731,/reviews/albums/11064-jukebox/,Cat Power,Jukebox,2008,5.7,
15732,/reviews/albums/10977-level-live-wires/,Odd Nosdam,Level Live Wires,2007,7,
15733,/reviews/albums/10963-melodii-tuvi-throat-songs-and-folk-tunes-from-tuva/,null -index error,Melodii Tuvi: Throat Songs and Folk Tunes from Tuva,2007,7.7,
15734,/reviews/albums/11060-the-brit-box-uk-indie-shoegaze-and-brit-pop-gems-of-the-last-millennium/,null -index error,"The Brit Box: U.K. Indie, Shoegaze and Brit-Pop Gems of the Last Millennium",2007,5.9,
15735,/reviews/albums/11046-soldier-on-ep/,Andrew Bird,Soldier On EP,2007,7.7,
15736,/reviews/albums/11644-boscoegently-down-your-streamappetizer-soups-onpropinquity/,Boscoe||The Four Mints||Johnny Lunchbreak||Propinquity,Boscoe,2007,8.5,
15737,/reviews/albums/11023-blink-of-a-nihilist/,BC Camplight,Blink of a Nihilist,2007,5.8,
15738,/reviews/albums/11024-juices/,The Cansecos,Juices!,2007,7.1,
15739,/reviews/albums/11055-disco-not-disco-post-punk-electro-leftfield-disco-classics-1974-1986/,null -index error,"Disco Not Disco: Post Punk, Electro & Leftfield Disco Classics 1974-1986",2008,6.2,
15740,/reviews/albums/11638-tank-tapes-burgers-bw-the-punjab/,Excepter,Tank Tapes,2007,8,
15741,/reviews/albums/11042-the-leak-ep/,Lil Wayne,The Leak EP,2007,7.7,
15742,/reviews/albums/10997-first-steps-into/,Blue States,First Steps Into...,2007,5.1,
15743,/reviews/albums/11004-ecstatic-eyes-glow-glossy/,Mass Shivers,Ecstatic Eyes Glow Glossy,2007,6.4,
15744,/reviews/albums/11010-run-from-safety/,Octoberman,Run From Safety,2008,7,
15745,/reviews/albums/11053-four-songs-by-arthur-russell/,null -index error,Four Songs by Arthur Russell,2007,7.8,
15746,/reviews/albums/11051-sound-of-light-ep/,The Field,Sound of Light EP,2008,7.8,
15747,/reviews/albums/11011-silver-storms/,The A-Sides,Silver Storms,2007,5.7,
15748,/reviews/albums/11016-hi-teknology-3-underground/,Hi-Tek,Hi-Teknology 3: Underground,2008,6.7,
15749,/reviews/albums/11028-ancestral-swamp/,Michael Hurley,Ancestral Swamp,2008,7.6,
15750,/reviews/albums/11034-sea-from-shore/,School of Language,Sea From Shore,2008,7.2,
15751,/reviews/albums/11648-meet-the-eels-essential-eels-vol-iuseless-trinkets-b-sides-soundtracks-rarities-and-unreleased/,Eels,Meet the Eels: Essential Eels Vol. I,2008,6.9,
15752,/reviews/albums/11009-the-captains-table/,Ham1,The Captain's Table,2008,6.5,
15753,/reviews/albums/11018-deuteronomy/,The Intelligence,Deuteronomy,2007,7.2,
15754,/reviews/albums/11052-strictly-leakage/,Atmosphere,Strictly Leakage,2007,7.8,
15755,/reviews/albums/11640-private-times-in-public-places-noreaster/,Slow Six,Private Times in Public Places,2004,7.3,
15756,/reviews/albums/11049-distortion/,The Magnetic Fields,Distortion,2008,8,
15757,/reviews/albums/10992-gangsta-grillz-the-album/,DJ Drama,Gangsta Grillz: The Album,2007,4.5,
15758,/reviews/albums/10943-dark-on-fire/,Turin Brakes,Dark on Fire,2007,5.5,
15759,/reviews/albums/11006-you-me-everyone/,Pedro,"You, Me & Everyone",2007,6.5,
15760,/reviews/albums/11041-the-heavy-metal-box/,null -index error,The Heavy Metal Box,2007,6.7,
15761,/reviews/albums/11001-englaborn/,Jóhann Jóhannsson,Englabörn,2007,8,
15762,/reviews/albums/10993-anyway-you-choose-to-give-it-ep/,The Black Ghosts,Anyway You Choose to Give It EP,2007,6.3,
15763,/reviews/albums/10996-nothing-is-free/,Carolyn Mark,Nothing Is Free,2007,7.5,
15764,/reviews/albums/10976-scottish-fiction-the-best-of-idlewild-1997-2007/,Idlewild,"Scottish Fiction: The Best of Idlewild, 1997-2007",2007,7.7,
15765,/reviews/albums/10958-here-comes-the-future/,The Honeydrips,Here Comes the Future,2007,8.4,
15766,/reviews/albums/11646-and-all-the-pieces-matter-five-years-of-music-from-the-wire-beyond-hamsterdam-baltimore-tracks-from-the-wire/,null -index error,...And All the Pieces Matter: Five Years of Music From The Wire,2008,6.6,
15767,/reviews/albums/10995-wedding-day-ep/,Marla Hansen,Wedding Day EP,2007,6.4,
15768,/reviews/albums/10972-595/,Karate,595,2007,7,
15769,/reviews/albums/11019-lets-talk-about-it-ep/,White Denim,Let's Talk About It EP,2007,7.3,
15770,/reviews/albums/10954-sandwiches-cats/,Michael Showalter,Sandwiches & Cats,2007,7,
15771,/reviews/albums/11021-death-is-this-communion/,High on Fire,Death Is This Communion,2007,8.2,
15772,/reviews/albums/10991-little-hours/,Spokane,Little Hours,2007,6,
15773,/reviews/albums/10998-endless-coast/,Jazkamer,Endless Coast,2007,7.6,
15774,/reviews/albums/10962-super-gangster-extraordinary-gentleman/,Styles P,Super Gangster (Extraordinary Gentleman),2007,6.4,
15775,/reviews/albums/11017-frelen-mas-be-he-me-b-sides/,Annuals,Frelen Mas: Be He Me B-Sides,2007,7,
15776,/reviews/albums/11022-the-cool/,Lupe Fiasco,The Cool,2008,8.1,
15777,/reviews/albums/10990-prints/,Prints,Prints,2007,7,
15778,/reviews/albums/10994-the-boy-who-couldnt-stop-dreaming/,Club 8,The Boy Who Couldn't Stop Dreaming,2007,7.6,
15779,/reviews/albums/10971-life-goes-on/,Trae,Life Goes On,2007,7.5,
15780,/reviews/albums/10957-downtown-81-ost/,null -index error,Downtown 81 OST,2007,8,
15781,/reviews/albums/11020-rufus-does-judy-live-at-carnegie-hall/,Rufus Wainwright,Rufus Does Judy Live at Carnegie Hall,2008,7.5,
15782,/reviews/albums/10989-summer-above/,Speck Mountain,Summer Above,2007,5.1,
15783,/reviews/albums/10966-scared-famous/,Ariel Pink's Haunted Graffiti,Scared Famous,2007,6.1,
15784,/reviews/albums/10974-sole-and-the-skyrider-band/,Sole and the Skyrider Band,Sole and the Skyrider Band,2007,6.8,
15785,/reviews/albums/10984-krankenhaus-ep/,British Sea Power,Krankenhaus? EP,2007,7.3,
15786,/reviews/albums/10737-testify/,The Simpsons,Testify,2007,5.3,
15787,/reviews/albums/11005-teardrop-sweetheart/,Misha,Teardrop Sweetheart,2007,5.8,
15788,/reviews/albums/10967-change/,The Black Swans,Change!,2007,7.9,
15789,/reviews/albums/10973-made/,Scarface,MADE,2007,8,
15790,/reviews/albums/10747-the-very-best-of-ethiopiques-hypnotic-grooves-from-the-legendary-series/,null -index error,The Very Best of Ethiopiques: Hypnotic Grooves From the Legendary Series,2007,9.2,
15791,/reviews/albums/11008-y34rz3r0r3m1x3d/,Nine Inch Nails,Y34RZ3R0R3M1X3D,2007,5.8,
15792,/reviews/albums/10986-polysics-or-die-vista/,Polysics,Polysics or Die!!! Vista,2007,5,
15793,/reviews/albums/10985-strangers-in-our-house/,Meneguar,Strangers in Our House,2007,7.2,
15794,/reviews/albums/10951-a-brighter-beat/,Malcolm Middleton,A Brighter Beat,2007,7.8,
15795,/reviews/albums/10929-the-singles-volume-four-1966-1967/,James Brown,"The Singles, Volume Four: 1966-1967",2007,8.4,
15796,/reviews/albums/11007-there-will-be-blood-ost/,Jonny Greenwood,There Will Be Blood OST,2008,8.1,
15797,/reviews/albums/10955-this-fool-can-die-now/,Scout Niblett,This Fool Can Die Now,2007,6.9,
15798,/reviews/albums/10941-leaves-in-the-river/,Sea Wolf,Leaves in the River,2007,5.2,
15799,/reviews/albums/10956-two-hunters/,Wolves in the Throne Room,Two Hunters,2007,7.9,
15800,/reviews/albums/10970-the-complete-motown-singles-vol-8-1968/,null -index error,"The Complete Motown Singles, Vol. 8: 1968",2007,9.2,
15801,/reviews/albums/10988-in-rainbows-cd-2/,Radiohead,In Rainbows [CD 2],2007,6.2,
15802,/reviews/albums/10948-ditherer/,Fog,Ditherer,2007,4.8,
15803,/reviews/albums/10889-walkin-bank-roll/,Project Pat,Walkin' Bank Roll,2007,7,
15804,/reviews/albums/10983-the-big-stiff-box-set/,null -index error,The Big Stiff Box Set,2007,9,
15805,/reviews/albums/10981-alone-the-home-recordings-of-rivers-cuomo/,Rivers Cuomo,Alone: The Home Recordings of Rivers Cuomo,2007,7.2,
15806,/reviews/albums/11636-corn-meal-dance-alphaville-suite/,William ParkerÕs Raining on the Moon||William Parker Double Quartet,Corn Meal Dance,2007,7.4,
15807,/reviews/albums/10927-4th-wall/,West Indian Girl,4th & Wall,2007,4.8,
15808,/reviews/albums/10919-heaven/,Mobius Band,Heaven,2007,4.2,
15809,/reviews/albums/10893-ep-of-bees-ep/,We Versus the Shark,EP of Bees EP,2007,7.2,
15810,/reviews/albums/10987-bionik/,Dominik Eulberg,Bionik,2007,6.5,
15811,/reviews/albums/10982-plum/,null -index error,Plum,2007,7.2,
15812,/reviews/albums/10882-say-something/,Via Audio,Say Something,2007,7.7,
15813,/reviews/albums/10944-nightly-things/,Begushkin,Nightly Things,2007,7.3,
15814,/reviews/albums/10940-saw-a-halo/,Mouthus,Saw a Halo,2007,8.5,
15815,/reviews/albums/10975-8-diagrams/,Wu-Tang Clan,8 Diagrams,2007,8,
15816,/reviews/albums/10935-brazil-70-after-tropicalia-new-directions-in-brazilian-music-in-the-1970s/,null -index error,Brazil 70: After Tropicália  New Directions in Brazilian Music in the 1970s,2007,8.9,
15817,/reviews/albums/10942-cavalier/,Tom Brosseau,Cavalier,2007,4.7,
15818,/reviews/albums/10930-the-forms/,The Forms,The Forms,2007,6.6,
15819,/reviews/albums/10939-spring-a-leak/,The Lucksmiths,Spring a Leak,2007,7.8,
15820,/reviews/albums/10964-the-art-of-field-recording-vol-1/,null -index error,"The Art of Field Recording, Vol. 1",2007,9,
15821,/reviews/albums/10968-oh-by-the-way/,Pink Floyd,"Oh, By the Way",2007,4,
15822,/reviews/albums/10897-catch-the-brass-ring/,Ferraby Lionheart,Catch the Brass Ring,2007,5.7,
15823,/reviews/albums/10902-take-music/,President,Take Music,2007,7,
15824,/reviews/albums/10832-cotton-eyed-joe-the-loop-tapes-live-in-boulder-1962/,Karen Dalton,Cotton Eyed Joe: The Loop Tapes - Live in Boulder - 1962,2007,8,
15825,/reviews/albums/10960-the-solution/,Beanie Sigel,The Solution,2007,6.1,
15826,/reviews/albums/10969-exodus-30th-anniversary-edition/,Bob Marley & the Wailers,Exodus: 30th Anniversary Edition,2007,8.4,
15827,/reviews/albums/10911-elegies-to-lessons-learnt/,iLiKETRAiNS,Elegies to Lessons Learnt,2007,6.8,
15828,/reviews/albums/10926-how-you-sell-soul-to-a-souless-people-who-sold-their-soul/,Public Enemy,How You Sell Soul to a Souless People Who Sold Their Soul???,2007,7.1,
15829,/reviews/albums/10909-spinning-pieces/,Ethan Rose,Spinning Pieces,2007,7.4,
15830,/reviews/albums/10870-the-knee-plays/,David Byrne,The Knee Plays,2007,7.5,
15831,/reviews/albums/10965-the-big-doe-rehab/,Ghostface Killah,The Big Doe Rehab,2007,8,
15832,/reviews/albums/10917-close-to-paradise/,Patrick Watson,Close to Paradise,2007,5.2,
15833,/reviews/albums/10907-my-last-day/,Kim Hiorthøy,My Last Day,2007,6.2,
15834,/reviews/albums/10912-babylon-rules/,Clockcleaner,Babylon Rules,2007,7.9,
15835,/reviews/albums/10952-marina-gasolina-ep/,Bonde Do Rolê,Marina Gasolina EP,2007,7.3,
15836,/reviews/albums/10961-live/,Interpol,Live,2007,6.1,
15837,/reviews/albums/10906-the-hunt-for-the-gingerbread-man/,MF Grimm,The Hunt for the Gingerbread Man,2007,3.5,
15838,/reviews/albums/10767-the-syliphone-years/,Bembeya Jazz National,The Syliphone Years,2007,7.6,
15839,/reviews/albums/10920-dance-party-in-the-balkans/,Alaska in Winter,Dance Party in the Balkans,2007,7.6,
15840,/reviews/albums/10928-free-at-last/,Freeway,Free at Last,2007,7.7,
15841,/reviews/albums/10959-time-for-heroes-the-best-of-the-libertines/,The Libertines,Time for Heroes: The Best of The Libertines,2007,5.9,
15842,/reviews/albums/10916-the-london-book-of-the-dead/,The Real Tuesday Weld,The London Book of the Dead,2007,6.2,
15843,/reviews/albums/10915-collected-works/,A Mountain of One,Collected Works,2007,7.8,
15844,/reviews/albums/10903-8/,Supersilent,8,2007,8.4,
15845,/reviews/albums/10932-beatbox/,Glass Candy,B/E/A/T/B/O/X,2007,8.1,
15846,/reviews/albums/10953-the-joshua-tree-deluxe-edition/,U2,The Joshua Tree: Deluxe Edition,2007,8.9,
15847,/reviews/albums/10931-through-the-wilderness-a-tribute-to-madonna/,null -index error,Through the Wilderness: A Tribute to Madonna,2007,7,
15848,/reviews/albums/10884-jukebox-explosion-rockin-mid-90s-punkers/,The Jon Spencer Blues Explosion,Jukebox Explosion Rockin' Mid-90s Punkers!,2007,7.6,
15849,/reviews/albums/10947-x/,Kylie Minogue,X,2007,6.6,
15850,/reviews/albums/10945-i-wanna-go-backwards/,Robyn Hitchcock,I Wanna Go Backwards,2007,8.7,
15851,/reviews/albums/11632-radiance-of-shadowsguilted-by-the-sun/,Nadja,Radiance of Shadows,2007,8.2,
15852,/reviews/albums/10867-i-was-submerged/,Tulsa,I Was Submerged,2007,7.5,
15853,/reviews/albums/10842-out-there/,The Heliocentrics,Out There,2007,7.6,
15854,/reviews/albums/11634-iron-curtain-innocence-harvest-of-dreams/,Bobb Trimble,Iron Curtain Innocence,2007,6.9,
15855,/reviews/albums/10936-thisisme-then-the-best-of-common/,Common,Thisisme Then: The Best of Common,2007,8,
15856,/reviews/albums/10946-believo/,Enon,Believo!,2007,8.4,
15857,/reviews/albums/10894-gone-faded/,Soft,Gone Faded,2007,5.6,
15858,/reviews/albums/10887-aluminum-lake/,Concentrik,Aluminum Lake,2007,6.7,
15859,/reviews/albums/10880-cry-baby/,Ungdomskulen,Cry-Baby,2007,7.7,
15860,/reviews/albums/10924-gyrate-plus/,Pylon,Gyrate Plus,2007,8.8,
15861,/reviews/albums/10938-david-bowie-box/,David Bowie,David Bowie Box,2007,4.6,
15862,/reviews/albums/10888-placelessness/,Alina Simone,Placelessness,2007,5.4,
15863,/reviews/albums/10876-pale-young-gentlemen/,Pale Young Gentlemen,Pale Young Gentlemen,2007,6.9,
15864,/reviews/albums/11626-lovers-lead-the-waythe-heat-can-melt-your-brain/,Viva Voce,"Lovers, Lead the Way!/The Heat Can Melt Your Brain",2007,7.8,
15865,/reviews/albums/10933-the-hollows-ep-us-eu/,WHY?,The Hollows EP,2007,7,
15866,/reviews/albums/10937-sawdust/,The Killers,Sawdust,2007,5.5,
15867,/reviews/albums/10851-the-patron/,To Kill A Petty Bourgeoisie,The Patron,2007,6.7,
15868,/reviews/albums/10846-teenager/,The Thrills,Teenager,2007,6.9,
15869,/reviews/albums/10886-red-bloom-of-the-boom/,Bear in Heaven,Red Bloom of the Boom,2007,7.8,
15870,/reviews/albums/10923-causes-1/,null -index error,Causes 1,2007,7.3,
15871,/reviews/albums/10934-ask-forgiveness/,Bonnie “Prince” Billy,Ask Forgiveness,2007,7.6,
15872,/reviews/albums/10855-getback/,Little Brother,Getback,2007,6.4,
15873,/reviews/albums/10872-places/,Georgie James,Places,2007,7.4,
15874,/reviews/albums/10921-the-valerie-project/,The Valerie Project,The Valerie Project,2007,7.5,
15875,/reviews/albums/10918-shelter-from-the-ash/,Six Organs of Admittance,Shelter From the Ash,2007,4.9,
15876,/reviews/albums/10905-mutantes-ao-vivo-barbican-theatre-londres-2006/,Os Mutantes,"Mutantes ao Vivo: Barbican Theatre, Londres 2006",2007,7.4,
15877,/reviews/albums/10868-hexes-for-exes/,Moving Units,Hexes For Exes,2007,5.2,
15878,/reviews/albums/10829-prism-of-the-eternal-now/,White Rainbow,Prism of the Eternal Now,2007,6.9,
15879,/reviews/albums/10854-parades/,Efterklang,Parades,2007,7.4,
15880,/reviews/albums/10910-red-carpet-massacre/,Duran Duran,Red Carpet Massacre,2007,3.8,
15881,/reviews/albums/10925-alive-2007/,Daft Punk,Alive 2007,2007,8.5,
15882,/reviews/albums/10853-beyond-the-neighbourhood/,Athlete,Beyond the Neighbourhood,2007,2.8,
15883,/reviews/albums/10862-neighbor-singing/,Brad Laner,Neighbor Singing,2007,7.4,
15884,/reviews/albums/10852-discovered-a-collection-of-daft-funk-samples/,null -index error,Discovered: A Collection of Daft Funk Samples,2007,4.6,
15885,/reviews/albums/10922-d-sides/,Gorillaz,D Sides,2007,6,
15886,/reviews/albums/10875-1111/,Mac Lethal,11:11,2007,5.2,
15887,/reviews/albums/10845-mountain-home/,Mountain Home,Mountain Home,2007,7.2,
15888,/reviews/albums/10860-to-all-dead-sailors/,Christian Kiefer,To All Dead Sailors,2007,7.5,
15889,/reviews/albums/10837-black-hollywood/,Camp Lo,Black Hollywood,2007,7.4,
15890,/reviews/albums/10898-read-burn-03/,Wire,Read & Burn 03,2007,7.2,
15891,/reviews/albums/10904-the-black-and-white-album/,The Hives,The Black and White Album,2007,6.2,
15892,/reviews/albums/10847-heavy-deavy-skull-lover/,The Warlocks,Heavy Deavy Skull Lover,2007,5,
15893,/reviews/albums/10820-shooting-spires/,Shooting Spires,Shooting Spires,2007,7.8,
15894,/reviews/albums/10899-mount-eerie-pts-6-7/,Mount Eerie,Mount Eerie Pts. 6 & 7,2007,7.1,
15895,/reviews/albums/10908-public-enemy-1/,Cam’ron,Public Enemy #1,2007,6.9,
15896,/reviews/albums/10901-the-complete-on-the-corner-sessions/,Miles Davis,The Complete On the Corner Sessions,2007,9.2,
15897,/reviews/albums/10823-waitin-our-turn/,Coughee Brothaz,Waitin' Our Turn,2007,6.1,
15898,/reviews/albums/10838-lp/,Holy Fuck,LP,2007,7.9,
15899,/reviews/albums/10900-frank/,Amy Winehouse,Frank,2007,4.9,
15900,/reviews/albums/10895-fruit-tree/,Nick Drake,Fruit Tree,2007,8.1,
15901,/reviews/albums/11913-galactic-zoo-dossier-7-teenage-meadows-of-infinity-rare-psychs-and-stompsfrom-the-ashes-perfect-attainment-shall-be-modern-freaked-sounds/,null -index error,Galactic Zoo Dossier #7: Teenage Meadows of Infinity: Rare Psychs and Stomps / From the Ashes Perfect Attainment Shall Be: Modern Freaked Sounds,2007,6.8,
15902,/reviews/albums/10826-threads-rope-spell-making-your-bones/,Wzt Hearts,Threads Rope Spell Making Your Bones,2007,7.2,
15903,/reviews/albums/10831-hangin-nothin-but-our-hands-down/,Nurses,Hangin' Nothin' But Our Hands Down,2007,6.9,
15904,/reviews/albums/10833-home-blitz/,Home Blitz,Home Blitz,2007,7.3,
15905,/reviews/albums/10877-untrue/,Burial,Untrue,2007,8.4,
15906,/reviews/albums/10881-volume-1/,The Besnard Lakes,Volume 1,2007,6.4,
15907,/reviews/albums/10839-sweep-the-leg/,Hangar 18,Sweep the Leg,2007,5.7,
15908,/reviews/albums/10778-emotionalism/,The Avett Brothers,Emotionalism,2007,7.5,
15909,/reviews/albums/10812-karhunainen/,Uusitalo,Karhunainen,2007,8.2,
15910,/reviews/albums/10890-mothership/,Led Zeppelin,Mothership,2007,7,
15911,/reviews/albums/10896-greatest-hits/,Nas,Greatest Hits,2007,6.4,
15912,/reviews/albums/10821-we-sing-of-only-blood-or-love/,Dax Riggs,We Sing of Only Blood or Love,2007,5.7,
15913,/reviews/albums/10779-everyone-wore-white/,Carol Bui,Everyone Wore White,2007,7.8,
15914,/reviews/albums/10883-situation/,Buck 65,Situation,2007,6.3,
15915,/reviews/albums/10885-the-inevitable-rise-and-liberation-of-niggytardust/,Saul Williams,The Inevitable Rise and Liberation of NiggyTardust!,2007,7.3,
15916,/reviews/albums/11628-the-virginianfurnace-room-lullabyblacklistedfox-confessor-brings-the-flood-bonus-disc-edition/,Neko Case,The Virginian,2007,7.3,
15917,/reviews/albums/10822-randall-of-nazareth/,Randall of Nazareth,Randall of Nazareth,2007,6.8,
15918,/reviews/albums/10814-the-world-is-yours/,Ian Brown,The World Is Yours,2007,5,
15919,/reviews/albums/10878-through-the-panama/,Sightings,Through the Panama,2007,7.9,
15920,/reviews/albums/10856-smith-ep/,Tokyo Police Club,Smith EP,2007,6.8,
15921,/reviews/albums/10879-american-gangster/,JAY-Z,American Gangster,2007,8.6,
15922,/reviews/albums/10808-hera-ma-nono/,Extra Golden,Hera Ma Nono,2007,7.4,
15923,/reviews/albums/10813-well-deep-ten-years-of-big-dada-recordings/,null -index error,Well Deep: Ten Years of Big Dada Recordings,2007,7.5,
15924,/reviews/albums/10806-guns-babes-lemonade/,Muscles,Guns Babes Lemonade,2007,8.3,
15925,/reviews/albums/10793-businessmen-ghosts/,Working for a Nuclear Free City,Businessmen & Ghosts,2007,7.6,
15926,/reviews/albums/11630-hvarfheim/,Sigur Rós,Hvarf/Heim,2007,7.6,
15927,/reviews/albums/10811-fresh-rot/,Mannequin Men,Fresh Rot,2007,7.1,
15928,/reviews/albums/10804-15-again/,Cassius,15 Again,2007,7.2,
15929,/reviews/albums/10809-hungry-beat/,Fire Engines,Hungry Beat,2007,7.5,
15930,/reviews/albums/10850-little-kingdom/,Citay,Little Kingdom,2007,7.8,
15931,/reviews/albums/10871-friend-ep/,Grizzly Bear,Friend EP,2007,8.5,
15932,/reviews/albums/10807-make-sure-they-see-my-face/,Kenna,Make Sure They See My Face,2007,6.4,
15933,/reviews/albums/10796-brought-to-you-by-nebraskafish/,Capgun Coup,Brought to You By Nebraskafish,2007,6.8,
15934,/reviews/albums/10803-red-state/,Gowns,Red State,2007,7.8,
15935,/reviews/albums/10861-health/,HEALTH,HEALTH,2007,7.9,
15936,/reviews/albums/10869-big-change-songs-for-finca/,null -index error,Big Change: Songs for FINCA,2007,4.4,
15937,/reviews/albums/10787-couples-therapy-ep/,The Glass,Couples Therapy EP,2007,5.3,
15938,/reviews/albums/10774-american-hearts/,A.A. Bondy,American Hearts,2007,7.3,
15939,/reviews/albums/10797-kings-of-electro/,Playgroup and Alter Ego,Kings of Electro,2007,7.1,
15940,/reviews/albums/10859-bbc-radio-1-established-1967/,null -index error,BBC Radio 1: Established 1967,2007,3.4,
15941,/reviews/albums/10770-tonto-ep/,Battles,Tonto+ EP,2007,7,
15942,/reviews/albums/10798-i-created-disco/,Calvin Harris,I Created Disco,2007,3.7,
