pitchfork_id,link,artist,album,release_year,score,Unnamed: 6
3952,/reviews/albums/various-artists-josie-and-the-pussycatsmusic-from-the-motion-picture/,null -index error,Josie and the Pussycats—Music from the Motion Picture,2001,7.5,
3953,/reviews/albums/liam-gallagher-as-you-were/,Liam Gallagher,As You Were,2017,4.9,
3954,/reviews/albums/a-boogie-wit-da-hoodie-the-bigger-artist/,A Boogie Wit Da Hoodie,The Bigger Artist,2017,7,
3955,/reviews/albums/jhene-aiko-trip/,Jhené Aiko,Trip,2017,6.7,
3956,/reviews/albums/omni-multi-task/,Omni,Multi-task,2017,7.2,
3957,/reviews/albums/ibeyi-ash/,Ibeyi,Ash,2017,8.3,
3958,/reviews/albums/demi-lovato-tell-me-you-love-me/,Demi Lovato,Tell Me You Love Me,2017,7.2,
3959,/reviews/albums/iglooghost-ne-wax-bloom/,Iglooghost,Neō Wax Bloom,2017,7.3,
3960,/reviews/albums/jon-hassell-dream-theory-in-malaya-fourth-world-volume-two/,Jon Hassell,Dream Theory in Malaya: Fourth World Volume Two,2017,8.4,
3961,/reviews/albums/four-tet-new-energy/,Four Tet,New Energy,2017,8,
3962,/reviews/albums/chelsea-wolfe-hiss-spun/,Chelsea Wolfe,Hiss Spun,2017,7.2,
3963,/reviews/albums/galcher-lustwerk-dark-bliss/,Galcher Lustwerk,Dark Bliss,2017,7.6,
3964,/reviews/albums/acephalix-decreation/,Acephalix,Decreation,2017,7.4,
3965,/reviews/albums/the-world-is-a-beautiful-place-and-i-am-no-always-foreign/,The World Is a Beautiful Place & I Am No Longer Afraid to Die,Always Foreign,2017,8,
3966,/reviews/albums/wolf-alice-visions-of-a-life/,Wolf Alice,Visions of a Life,2017,7,
3967,/reviews/albums/protomartyr-relatives-in-descent/,Protomartyr,Relatives in Descent,2017,6.9,
3968,/reviews/albums/florist-if-blue-could-be-happiness/,Florist,If Blue Could Be Happiness,2017,7.7,
3969,/reviews/albums/klein-tommy-ep/,Klein,Tommy EP ,2017,7.6,
3970,/reviews/albums/dj-jazzy-jeff-and-the-fresh-prince-hes-the-dj-im-the-rapper/,DJ Jazzy Jeff & The Fresh Prince,"He’s the DJ, I’m the Rapper",1988,7.2,
3971,/reviews/albums/shania-twain-now/,Shania Twain,Now,2017,6.6,
3972,/reviews/albums/lone-dj-kicks/,Lone,DJ-Kicks,2017,7.6,
3973,/reviews/albums/god-mother-vilseledd/,God Mother,Vilseledd,2017,6.4,
3974,/reviews/albums/valee-vtm/,Valee||ChaseTheMoney,VTM,2017,7.3,
3975,/reviews/albums/miley-cyrus-younger-now/,Miley Cyrus,Younger Now ,2017,4.7,
3976,/reviews/albums/ben-frost-the-centre-cannot-hold/,Ben Frost,The Centre Cannot Hold ,2017,7.8,
3977,/reviews/albums/amadou-and-mariam-la-confusion/,Amadou & Mariam,La Confusion,2017,7.7,
3978,/reviews/albums/knox-fortune-paradise/,Knox Fortune,Paradise,2017,7.1,
3979,/reviews/albums/kamasi-washington-harmony-of-difference-ep/,Kamasi Washington,Harmony of Difference EP,2017,8.5,
3980,/reviews/albums/kevin-gates-by-any-means-2/,Kevin Gates,By Any Means 2,2017,7.5,
3981,/reviews/albums/lrain-lrain/,L’Rain,L’Rain ,2017,6.8,
3982,/reviews/albums/chain-and-the-gang-experimental-music/,Chain and the Gang,Experimental Music,2017,7.7,
3983,/reviews/albums/moses-sumney-aromanticism/,Moses Sumney,Aromanticism,2017,8.6,
3984,/reviews/albums/the-horrors-v/,The Horrors,V,2017,7.1,
3985,/reviews/albums/van-morrison-roll-with-the-punches/,Van Morrison,Roll With the Punches,2017,6.4,
3986,/reviews/albums/wand-plum/,Wand,Plum,2017,7.9,
3987,/reviews/albums/macklemore-gemini/,Macklemore,Gemini,2017,5.4,
3988,/reviews/albums/young-thug-carnage-young-martha-ep/,Young Thug||Carnage||Young Stoner Life,Young Martha EP,2017,7.2,
3989,/reviews/albums/wolves-in-the-throne-room-thrice-woven/,Wolves in the Throne Room,Thrice Woven,2017,5.2,
3990,/reviews/albums/laraaji-sun-gong-bring-on-the-sun/,Laraaji,Sun Gong ,2017,7.3,
3991,/reviews/albums/mastodon-cold-dark-place-ep/,Mastodon,Cold Dark Place EP,2017,7,
3992,/reviews/albums/midland-fabriclive-94/,Midland,Fabriclive 94 ,2017,8,
3993,/reviews/albums/dj-python-dulce-compania/,DJ Python ,Dulce Compañia ,2017,7.6,
3994,/reviews/albums/isaac-hayes-the-spirit-of-memphis-1962-1976/,Isaac Hayes,The Spirit of Memphis (1962-1976),2017,8.6,
3995,/reviews/albums/shannon-lay-living-water/,Shannon Lay ,Living Water,2017,7.8,
3996,/reviews/albums/elastica-elastica/,Elastica,Elastica,1995,8.5,
3997,/reviews/albums/the-rolling-stones-their-satanic-majesties-request/,The Rolling Stones,Their Satanic Majesties Request,1967,7.8,
3998,/reviews/albums/metz-strange-peace/,Metz,Strange Peace,2017,7.6,
3999,/reviews/albums/phoebe-bridgers-stranger-in-the-alps/,Phoebe Bridgers,Stranger in the Alps,2017,7,
4000,/reviews/albums/yves-tumor-experiencing-the-deposit-of-faith/,Yves Tumor,Experiencing the Deposit of Faith,2017,7.8,
4001,/reviews/albums/the-killers-wonderful-wonderful/,The Killers,Wonderful Wonderful,2017,6.3,
4002,/reviews/albums/the-clientele-music-for-the-age-of-miracles/,The Clientele,Music for the Age of Miracles,2017,6.7,
4003,/reviews/albums/linda-perhacs-im-a-harmony/,Linda Perhacs,I’m a Harmony,2017,7,
4004,/reviews/albums/acetone-1992-2001/,Acetone,1992-2001,2017,8,
4005,/reviews/albums/godspeed-you-black-emperor-luciferian-towers/,Godspeed You! Black Emperor,Luciferian Towers,2017,7.3,
4006,/reviews/albums/hiss-golden-messenger-hallelujah-anyhow/,Hiss Golden Messenger,Hallelujah Anyhow,2017,7.9,
4007,/reviews/albums/the-blow-brand-new-abyss/,The Blow,Brand New Abyss,2017,5.8,
4008,/reviews/albums/koran-streets-youknowigotit-the-album/,Koran Streets,You.Know.I.Got.It (The Album),2017,7.8,
4009,/reviews/albums/cut-copy-haiku-from-zero/,Cut Copy,Haiku From Zero,2017,6.3,
4010,/reviews/albums/tricky-ununiform/,Tricky,ununiform,2017,5.1,
4011,/reviews/albums/chad-vangaalen-light-information/,Chad VanGaalen,Light Information,2017,7.4,
4012,/reviews/albums/lee-ranaldo-electric-trim/,Lee Ranaldo,Electric Trim ,2017,6.5,
4013,/reviews/albums/prophets-of-rage-prophets-of-rage/,Prophets of Rage,Prophets of Rage,2017,4.6,
4014,/reviews/albums/open-mike-eagle-brick-body-kids-still-daydream/,Open Mike Eagle,Brick Body Kids Still Daydream,2017,8.1,
4015,/reviews/albums/corbin-mourn/,Corbin,Mourn,2017,6.8,
4016,/reviews/albums/hope-sandoval-and-the-warm-inventions-son-of-a-lady-ep/,Hope Sandoval & the Warm Inventions,Son of a Lady EP,2017,6.9,
4017,/reviews/albums/foo-fighters-concrete-and-gold/,Foo Fighters,Concrete and Gold ,2017,6.5,
4018,/reviews/albums/buy-muy-drugs-buy-muy-drugs/,Buy Muy Drugs,Buy Muy Drugs,2017,6.8,
4019,/reviews/albums/marius-existence-problem-ep/,Marius,Existence Problem EP,2017,7.1,
4020,/reviews/albums/nosaj-thing-parallels/,Nosaj Thing,Parallels,2017,6.4,
4021,/reviews/albums/deftones-white-pony/,Deftones,White Pony,2000,8.4,
4022,/reviews/albums/rostam-half-light/,Rostam,Half-Light,2017,7.2,
4023,/reviews/albums/the-necessaries-event-horizon/,The Necessaries,Event Horizon,1982,8.3,
4024,/reviews/albums/geinoh-yamashirogumi-akira-symphonic-suite/,Geinoh Yamashirogumi,Akira (Symphonic Suite),1988,8.4,
4025,/reviews/albums/galantis-the-aviary/,Galantis,The Aviary,2017,6.4,
4026,/reviews/albums/roscoe-mitchell-discussions/,Roscoe Mitchell,Discussions,2017,7.8,
4027,/reviews/albums/ariel-pink-dedicated-to-bobby-jameson/,Ariel Pink,Dedicated to Bobby Jameson,2017,8.2,
4028,/reviews/albums/angelo-badalamenti-blue-velvet-original-motion-picture-soundtrack/,Angelo Badalamenti,Blue Velvet (Original Motion Picture Soundtrack),1986,8,
4029,/reviews/albums/michael-mcdonald-wide-open/,Michael McDonald,Wide Open,2017,5.8,
4030,/reviews/albums/shenandoah-davis-souvenirs/,Shenandoah Davis,Souvenirs,2017,7.6,
4031,/reviews/albums/hundred-waters-communicating/,Hundred Waters,Communicating,2017,7.5,
4032,/reviews/albums/deer-tick-deer-tick-vol-1-deer-tick-vol-2/,Deer Tick,Deer Tick Vol. 1,2017,6.6,
4033,/reviews/albums/bigorbrave-ardor/,BIG|BRAVE,Ardor,2017,7.6,
4034,/reviews/albums/tony-humphries-running-back-mastermix/,Tony Humphries,Running Back Mastermix,2017,7.3,
4035,/reviews/albums/tori-amos-native-invader/,Tori Amos,Native Invader,2017,7.5,
4036,/reviews/albums/lunice-ccclx/,Lunice,CCCLX,2017,5.7,
4037,/reviews/albums/greg-fox-the-gradual-progression/,Greg Fox,The Gradual Progression,2017,7.7,
4038,/reviews/albums/sparks-hippopotamus/,Sparks,Hippopotamus,2017,7.1,
4039,/reviews/albums/neil-young-hitchhiker/,Neil Young,Hitchhiker,1976,8.4,
4040,/reviews/albums/princess-nokia-1992-deluxe/,Princess Nokia,1992 Deluxe,2016,6.2,
4041,/reviews/albums/odesza-a-moment-apart/,Odesza,A Moment Apart,2017,5.8,
4042,/reviews/albums/partner-in-search-of-lost-time/,Partner,In Search of Lost Time,2017,7.5,
4043,/reviews/albums/mount-kimbie-love-what-survives/,Mount Kimbie,Love What Survives,2017,8.4,
4044,/reviews/albums/ted-leo-the-hanged-man/,Ted Leo,The Hanged Man,2017,7.7,
4045,/reviews/albums/death-from-above-outrage-is-now/,Death From Above,Outrage! Is Now,2017,7.3,
4046,/reviews/albums/lomelda-thx/,Lomelda,Thx,2017,8,
4047,/reviews/albums/pierre-kwenders-makanda-at-the-end-of-space-the-beginning-of-time/,Pierre Kwenders,"MAKANDA at the End of Space, the Beginning of Time ",2017,7.9,
4048,/reviews/albums/king-crimson-red/,King Crimson,Red,1974,9,
4049,/reviews/albums/the-dream-syndicate-how-did-i-find-myself-here/,The Dream Syndicate,How Did I Find Myself Here?,2017,6.9,
4050,/reviews/albums/alex-cameron-forced-witness/,Alex Cameron,Forced Witness,2017,7.8,
4051,/reviews/albums/the-waterboys-out-of-all-this-blue/,The Waterboys,Out of All This Blue,2017,6.3,
4052,/reviews/albums/the-national-sleep-well-beast/,The National,Sleep Well Beast,2017,8,
4053,/reviews/albums/fifth-harmony-fifth-harmony/,Fifth Harmony,Fifth Harmony,2017,5.3,
4054,/reviews/albums/deerhoof-mountain-moves/,Deerhoof,Mountain Moves,2017,7.7,
4055,/reviews/albums/maximum-joy-i-cant-stand-it-here-on-quiet-nights-singles-1981-82/,Maximum Joy,I Can’t Stand It Here on Quiet Nights: Singles 1981-82,2017,8.4,
4056,/reviews/albums/alvvays-antisocialites/,Alvvays,Antisocialites,2017,7.3,
4057,/reviews/albums/the-pains-of-being-pure-at-heart-the-echo-of-pleasure/,The Pains of Being Pure at Heart,The Echo of Pleasure,2017,6.8,
4058,/reviews/albums/kedr-livanskiy-ariadna/,Kedr Livanskiy,Ariadna,2017,7.4,
4059,/reviews/albums/d33j-death-valley-oasis/,D33J,Death Valley Oasis,2017,6.8,
4060,/reviews/albums/zola-jesus-okovi/,Zola Jesus,Okovi,2017,8.3,
4061,/reviews/albums/brockhampton-saturation-ii/,BROCKHAMPTON,Saturation II,2017,7.2,
4062,/reviews/albums/david-rawlings-poor-davids-almanack/,David Rawlings,Poor David’s Almanack,2017,8,
4063,/reviews/albums/tony-allen-the-source/,Tony Allen,The Source,2017,7.7,
4064,/reviews/albums/various-artists-twin-peaks-music-from-the-limited-event-series/,null -index error,Twin Peaks (Music From the Limited Event Series) ,2017,7.5,
4065,/reviews/albums/mogwai-every-countrys-sun/,Mogwai,Every Country's Sun,2017,7.6,
4066,/reviews/albums/hercules-and-love-affair-omnion/,Hercules and Love Affair,Omnion,2017,7.7,
4067,/reviews/albums/superchunk-superchunk/,Superchunk,Superchunk,1990,8.3,
4068,/reviews/albums/harry-nilsson-popeye-original-motion-picture-soundtrack/,Harry Nilsson,Popeye: Original Motion Picture Soundtrack,1980,8,
4069,/reviews/albums/nelly-country-grammar/,Nelly,Country Grammar ,2000,8.1,
4070,/reviews/albums/the-verve-urban-hymns/,The Verve,Urban Hymns,1997,8.6,
4071,/reviews/albums/a-giant-dog-toy/,A Giant Dog,Toy,2017,7.4,
4072,/reviews/albums/martin-glass-the-pacific-visions-of-martin-glass/,Martin Glass,The Pacific Visions of Martin Glass,2017,6.4,
4073,/reviews/albums/greet-death-dixieland/,Greet Death,Dixieland,2017,7.7,
4074,/reviews/albums/lcd-soundsystem-american-dream/,LCD Soundsystem,American Dream,2017,8.5,
4075,/reviews/albums/deem-spencer-we-think-we-alone-ep/,Deem Spencer,we think we alone EP,2017,6.5,
4076,/reviews/albums/nadine-shah-holiday-destination/,Nadine Shah,Holiday Destination,2017,7.6,
4077,/reviews/albums/tera-melos-trash-generator/,Tera Melos,Trash Generator,2017,7.4,
4078,/reviews/albums/xxxtentacion-17/,XXXTentacion,17,2017,6.5,
4079,/reviews/albums/asap-mob-cozy-tapes-vol-2-too-cozy/,A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,2017,6,
4080,/reviews/albums/king-gizzard-and-the-lizard-wizard-mild-sketches-of-brunswick-east/,King Gizzard & The Lizard Wizard||Mild High Club,Sketches of Brunswick East,2017,7.5,
4081,/reviews/albums/liza-minnelli-results/,Liza Minnelli,Results,1989,7.4,
4082,/reviews/albums/lil-uzi-vert-luv-is-rage-2/,Lil Uzi Vert,Luv Is Rage 2,2017,7.7,
4083,/reviews/albums/wiki-no-mountains-in-manhattan/,Wiki,No Mountains in Manhattan,2017,8.1,
4084,/reviews/albums/hype-williams-rainbow-edition/,Hype Williams,Rainbow Edition,2017,6.4,
4085,/reviews/albums/bicep-bicep/,Bicep,Bicep,2017,7.4,
4086,/reviews/albums/action-bronson-blue-chips-7000/,Action Bronson,Blue Chips 7000,2017,7.4,
4087,/reviews/albums/kodak-black-project-baby-2/,Kodak Black,Project Baby 2,2017,6,
4088,/reviews/albums/various-artists-afrobeat-hot-hits-new-urban-dance-grooves-from-africa/,null -index error,Afrobeat Hot Hits: New Urban Dance Grooves From Africa,2017,7.5,
4089,/reviews/albums/alex-chilton-a-man-called-destruction/,Alex Chilton,A Man Called Destruction,1995,6.7,
4090,/reviews/albums/queens-of-the-stone-age-villains/,Queens of the Stone Age,Villains,2017,6.9,
4091,/reviews/albums/liars-tfcf/,Liars,TFCF,2017,7.5,
4092,/reviews/albums/dave-east-paranoia/,Dave East,Paranoia,2017,7,
4093,/reviews/albums/underworld-beaucoup-fish/,Underworld,Beaucoup Fish,1999,7.4,
4094,/reviews/albums/joe-bataan-gypsy-woman/,Joe Bataan,Gypsy Woman,1967,8.2,
4095,/reviews/albums/dangelo-brown-sugar/,D’Angelo,Brown Sugar,1995,9.2,
4096,/reviews/albums/filthy-friends-invitation/,Filthy Friends,Invitation,2017,6.5,
4097,/reviews/albums/daniel-caesar-freudian/,Daniel Caesar,Freudian,2017,7.3,
4098,/reviews/albums/b12-electro-soma-i-ii/,B12,Electro-Soma I + II,1993,7.7,
4099,/reviews/albums/the-war-on-drugs-a-deeper-understanding/,The War on Drugs,A Deeper Understanding,2017,8.7,
4100,/reviews/albums/ema-exile-in-the-outer-ring/,EMA,Exile in the Outer Ring,2017,8,
4101,/reviews/albums/turnover-good-nature/,Turnover,Good Nature,2017,7.3,
4102,/reviews/albums/joseph-shabason-aytche/,Joseph Shabason,Aytche,2017,7.6,
4103,/reviews/albums/lil-b-black-ken/,Lil B,Black Ken,2017,8.5,
4104,/reviews/albums/iron-and-wine-beast-epic/,Iron & Wine,Beast Epic,2017,7.5,
4105,/reviews/albums/sannhet-so-numb/,Sannhet,So Numb,2017,8,
4106,/reviews/albums/vijay-iyer-sextet-far-from-over/,Vijay Iyer Sextet,Far From Over,2017,7.7,
4107,/reviews/albums/brand-new-science-fiction/,Brand New,Science Fiction,2017,8.3,
4108,/reviews/albums/rainer-maria-st/,Rainer Maria,S/T,2017,7.6,
4109,/reviews/albums/oh-sees-orc/,Oh Sees,Orc,2017,7.4,
4110,/reviews/albums/maya-jane-coles-take-flight/,Maya Jane Coles,Take Flight,2017,6,
4111,/reviews/albums/alice-glass-alice-glass-ep/,Alice Glass,Alice Glass EP,2017,6.8,
4112,/reviews/albums/various-artists-tropical-drums-of-deutschland/,null -index error,Tropical Drums of Deutschland,2017,7.4,
4113,/reviews/albums/khalil-the-water-we-drink/,Khalil,The Water We Drink,2017,7.2,
4114,/reviews/albums/tobacco-ripe-and-majestic/,TOBACCO,Ripe & Majestic,2017,7.7,
4115,/reviews/albums/adollarap-ferg-still-striving/,A$AP Ferg,Still Striving,2017,6.1,
4116,/reviews/albums/cloakroom-time-well/,Cloakroom,Time Well,2017,7.3,
4117,/reviews/albums/mozzy-1-up-top-ahk/,Mozzy,1 Up Top Ahk,2017,7.6,
4118,/reviews/albums/various-artists-terra-incognita/,null -index error,Terra Incognita,1986,7.2,
4119,/reviews/albums/tears-for-fears-songs-from-the-big-chair/,Tears for Fears,Songs From the Big Chair,1985,8.9,
4120,/reviews/albums/link-wray-link-wray/,Link Wray,Link Wray,1971,9.1,
4121,/reviews/albums/samantha-urbani-policies-of-power-ep/,Samantha Urbani,Policies of Power EP,2017,7.2,
4122,/reviews/albums/blondes-warmth/,Blondes,Warmth,2017,7.3,
4123,/reviews/albums/trailer-trash-tracys-althaea/,Trailer Trash Tracys,Althaea,2017,6,
4124,/reviews/albums/grizzly-bear-painted-ruins/,Grizzly Bear,Painted Ruins,2017,7.3,
4125,/reviews/albums/everything-everything-a-fever-dream/,Everything Everything,A Fever Dream,2017,7.1,
4126,/reviews/albums/dent-may-across-the-multiverse/,Dent May,Across the Multiverse,2017,6.1,
4127,/reviews/albums/inc-no-world-living-ep/,inc. no world,Living EP,2017,6.5,
4128,/reviews/albums/lil-peep-come-over-when-youre-sober-part-one/,Lil Peep,Come Over When You’re Sober (Part One),2017,7.3,
4129,/reviews/albums/the-cars-candy-o-panorama/,The Cars,Candy-O,1979,8.5,
4130,/reviews/albums/myke-bogan-pool-party/,Myke Bogan,Pool Party,2017,6.7,
4131,/reviews/albums/bosco-b/,BOSCO,b. ,2017,7.4,
4132,/reviews/albums/madonna-madonna/,Madonna,Madonna,1983,8.2,
4133,/reviews/albums/madonna-like-a-prayer/,Madonna,Like a Prayer,1989,9,
4134,/reviews/albums/madonna-bedtime-stories/,Madonna,Bedtime Stories,1994,6.5,
4135,/reviews/albums/madonna-ray-of-light/,Madonna,Ray of Light,1998,8.1,
4136,/reviews/albums/youngboy-never-broke-again-ai-youngboy/,YoungBoy Never Broke Again,AI YoungBoy,2017,7.6,
4137,/reviews/albums/dean-hurley-anthology-resource-vol-1/,Dean Hurley,Anthology Resource: Vol. 1 △△,2017,6.5,
4138,/reviews/albums/tyshawn-sorey-verisimilitude/,Tyshawn Sorey,Verisimilitude,2017,7.6,
4139,/reviews/albums/tall-friend-safely-nobodys/,Tall Friend,Safely Nobody’s,2017,6.8,
4140,/reviews/albums/oneohtrix-point-never-good-time-original-motion-picture-soundtrack/,Oneohtrix Point Never,Good Time: Original Soundtrack Motion Picture,2017,7.7,
4141,/reviews/albums/aesop-rock-bushwick-original-motion-picture-soundtrack/,Aesop Rock,Bushwick (Original Motion Picture Soundtrack),2017,7.3,
4142,/reviews/albums/amy-o-elastic/,Amy O,Elastic,2017,6.7,
4143,/reviews/albums/house-of-feelings-last-chance/,House of Feelings,Last Chance,2017,6.9,
4144,/reviews/albums/fiona-apple-tidal/,Fiona Apple,Tidal,1996,9,
4145,/reviews/albums/adollarap-twelvyy-12/,A$AP Twelvyy,12,2017,6.4,
4146,/reviews/albums/the-yawpers-boy-in-a-well/,The Yawpers,Boy in a Well,2017,7.1,
4147,/reviews/albums/dale-crover-melvins-the-fickle-finger-of-fatea-walk-with-love-and-death/,Dale Crover||Melvins,The Fickle Finger of Fate,2017,7,
4148,/reviews/albums/the-districts-popular-manipulations/,The Districts,Popular Manipulations,2017,6.7,
4149,/reviews/albums/kesha-rainbow/,Kesha,Rainbow,2017,6.8,
4150,/reviews/albums/guided-by-voices-how-do-you-spell-heaven/,Guided by Voices,How Do You Spell Heaven,2017,7.4,
4151,/reviews/albums/lal-and-mike-waterson-bright-phoebus/,Lal & Mike Waterson,Bright Phoebus,1972,8.5,
4152,/reviews/albums/photay-onism/,Photay ,Onism,2017,7.9,
4153,/reviews/albums/frankie-rose-cage-tropical/,Frankie Rose,Cage Tropical,2017,7.7,
4154,/reviews/albums/nadia-sirota-tessellatum/,Nadia Sirota,Tessellatum,2017,7.2,
4155,/reviews/albums/milo-who-told-you-to-think/,milo,who told you to think??!!?!?!?!,2017,7.5,
4156,/reviews/albums/katie-von-schleicher-shitty-hits/,Katie Von Schleicher,Shitty Hits,2017,7.1,
4157,/reviews/albums/downtown-boys-cost-of-living/,Downtown Boys,Cost of Living,2017,7.5,
4158,/reviews/albums/naomi-punk-yellow/,Naomi Punk,Yellow ,2017,5.6,
4159,/reviews/albums/soul-of-a-nation-afro-centric-visions-in-the-age-of-black-power-underground-jazz-street-funk-and-the-roots-of-rap-1964-79/,null -index error,"Soul of a Nation — Afro-Centric Visions in the Age of Black Power: Underground Jazz, Street Funk, & the Roots of Rap 1964-79",2017,8,
4160,/reviews/albums/stas-thee-boss-swomen/,Stas THEE Boss,S’WOMEN,2017,6.7,
4161,/reviews/albums/ty-segall-fried-shallots-ep/,Ty Segall,Fried Shallots EP,2017,7.1,
4162,/reviews/albums/flash-trading-the-golden-mile-ep/,Flash Trading,The Golden Mile EP,2017,7,
4163,/reviews/albums/wifisfuneral-boy-who-cried-wolf/,Wifisfuneral,Boy Who Cried Wolf,2017,6,
4164,/reviews/albums/moon-king-hamtramck-16/,Moon King,Hamtramck '16,2017,5.4,
4165,/reviews/albums/randy-newman-dark-matter/,Randy Newman,Dark Matter,2017,8,
4166,/reviews/albums/konx-om-pax-refresher-ep/,Konx-om-Pax,Refresher EP,2017,7.3,
4167,/reviews/albums/caroline-says-50000000-elvis-fans-cant-be-wrong/,Caroline Says,"50,000,000 Elvis Fans Can’t Be Wrong",2014,7.2,
4168,/reviews/albums/manchester-orchestra-a-black-mile-to-the-surface/,Manchester Orchestra,A Black Mile to the Surface,2017,7,
4169,/reviews/albums/sparklehorse-good-morning-spider/,Sparklehorse,Good Morning Spider,1998,9.1,
4170,/reviews/albums/badbadnotgood-late-night-tales/,BADBADNOTGOOD,Late Night Tales,2017,7.6,
4171,/reviews/albums/dead-cross-dead-cross/,Dead Cross,Dead Cross,2017,6.2,
4172,/reviews/albums/soccer-mommy-collection/,Soccer Mommy,Collection,2017,6.7,
4173,/reviews/albums/sote-sacred-horror-in-design/,Sote,Sacred Horror in Design,2017,7.8,
4174,/reviews/albums/ben-frost-threshold-of-faith-ep/,Ben Frost,Threshold of Faith EP,2017,6.8,
4175,/reviews/albums/julia-michaels-nervous-system-ep/,Julia Michaels,Nervous System EP,2017,6.6,
4176,/reviews/albums/briana-marela-call-it-love/,Briana Marela,Call It Love,2017,6.9,
4177,/reviews/albums/joywave-content/,Joywave,Content,2017,5.9,
4178,/reviews/albums/brian-eno-here-come-the-warm-jets-taking-tiger-mountain-by-strategy-before-and-after-science/,Brian Eno,Here Come the Warm Jets,1974,9.5,
4179,/reviews/albums/people-like-you-verse/,People Like You,Verse,2017,7.2,
4180,/reviews/albums/couch-slut-contempt/,Couch Slut,Contempt,2017,7.7,
4181,/reviews/albums/tchornobog-tchornobog/,Tchornobog,Tchornobog,2017,7.4,
4182,/reviews/albums/romeo-santos-golden/,Romeo Santos,Golden,2017,7.6,
4183,/reviews/albums/nav-metro-boomin-perfect-timing/,Nav||Metro Boomin,Perfect Timing,2017,4.8,
4184,/reviews/albums/joe-henderson-alice-coltrane-the-elements/,Joe Henderson||Alice Coltrane,The Elements,1973,8.6,
4185,/reviews/albums/mhysa-fantasii/,Mhysa,fantasii ,2017,7.8,
4186,/reviews/albums/amine-good-for-you/,Aminé,Good for You,2017,7.3,
