pitchfork_id,link,artist,album,release_year,score,Unnamed: 6
11817,/reviews/albums/15384-trainsong-guitar-compositions-19672010-fully-qualified-survivor/,Michael Chapman,Trainsong: Guitar Compositions 1967–2010,2011,7.9,
11818,/reviews/albums/15397-cats-eyes/,Cat's Eyes,Cat's Eyes,2011,7.9,
11819,/reviews/albums/15398-hot-sauce-committee-part-two/,Beastie Boys,Hot Sauce Committee Part Two,2011,7,
11820,/reviews/albums/15381-earth-grid/,Zomes,Earth Grid,2011,7,
11821,/reviews/albums/15247-the-everything/,Jason Forrest,The Everything,2011,7.3,
11822,/reviews/albums/15370-broadcast/,Hyetal,Broadcast,2011,7.2,
11823,/reviews/albums/15362-absence/,Snowman,Absence,2011,8,
11824,/reviews/albums/15360-thecontrollersphere-ep/,Of Montreal,thecontrollersphere EP,2011,6.6,
11825,/reviews/albums/15382-knee-deep/,WhoMadeWho,Knee Deep,2011,6.7,
11826,/reviews/albums/15374-forever-today/,I'm From Barcelona,Forever Today,2011,6.1,
11827,/reviews/albums/15305-james-pants/,James Pants,James Pants,2011,6.7,
11828,/reviews/albums/15368-adventures-in-counter-culture/,Blueprint,Adventures in Counter-Culture,2011,6.6,
11829,/reviews/albums/15363-helplessness-blues/,Fleet Foxes,Helplessness Blues,2011,8.8,
11830,/reviews/albums/15376-losing-colour/,Stricken City,Losing Colour,2011,7.7,
11831,/reviews/albums/15353-golden-era/,Del the Funky Homosapien,Golden Era,2011,7,
11832,/reviews/albums/15356-the-only-she-chapers/,Prefuse 73,The Only She Chapters,2011,6.4,
11833,/reviews/albums/15377-best-of-00-10/,Ladytron,Best of 00-10,2011,8.2,
11834,/reviews/albums/15357-dancer-equired/,Times New Viking,Dancer Equired,2011,6,
11835,/reviews/albums/15365-circus/,Black Devil Disco Club,Circus,2011,6,
11836,/reviews/albums/15367-canyon-candy-ep/,Javelin,Canyon Candy,2011,6.9,
11837,/reviews/albums/15378-cornershop-and-the-double-o-groove-of/,Cornershop,Cornershop and the Double-O Groove Of,2011,7.6,
11838,/reviews/albums/15346-claire-denis-film-scores-1996-2009/,Tindersticks,Claire Denis Film Scores 1996-2009,2011,7,
11839,/reviews/albums/15369-the-book-of-david/,DJ Quik,The Book of David,2011,8.4,
11840,/reviews/albums/15364-not-nothing/,Xray Eyeballs,Not Nothing,2011,6.2,
11841,/reviews/albums/15372-born-with-stripes/,The Donkeys,Born with Stripes,2011,6.3,
11842,/reviews/albums/15361-the-drawing-board/,Art Department,The Drawing Board,2011,7.3,
11843,/reviews/albums/15366-thao-mirah/,Thao & Mirah,Thao & Mirah,2011,7.9,
11844,/reviews/albums/15349-swanlights-ep/,Antony and the Johnsons,Swanlights EP,2011,7.5,
11845,/reviews/albums/15358-figurines/,Figurines,Figurines,2011,6.3,
11846,/reviews/albums/15347-musics-not-for-everyone/,Chain and the Gang,Music's Not For Everyone,2011,6.6,
11847,/reviews/albums/15351-music-sounds-better-with-you/,Acid House Kings,Music Sounds Better With You,2011,7.8,
11848,/reviews/albums/15335-start-and-complete/,About Group,Start and Complete,2011,7.2,
11849,/reviews/albums/15307-terra/,Julian Lynch,Terra,2011,7.7,
11850,/reviews/albums/15352-beyond-the-4th-door/,Eternal Tapestry,Beyond the 4th Door,2011,7.3,
11851,/reviews/albums/15355-gatto-fritto/,Gatto Fritto,Gatto Fritto,2011,7.4,
11852,/reviews/albums/15339-vigilante-season/,Max B,Vigilante Season,2011,7.7,
11853,/reviews/albums/15359-operation-doomsday/,MF DOOM,Operation: Doomsday [Lunchbox Edition],2011,8.9,
11854,/reviews/albums/15327-take-care-take-care-take-care/,Explosions in the Sky,"Take Care, Take Care, Take Care",2011,7.2,
11855,/reviews/albums/15348-mass-dream/,TV Ghost,Mass Dream,2011,7.6,
11856,/reviews/albums/15350-gb-city/,Bass Drum of Death,GB City,2011,6.2,
11857,/reviews/albums/15341-secret-walls-ep/,The Fresh & Onlys,Secret Walls EP,2011,7.5,
11858,/reviews/albums/15318-revenue-retrievin-overtime-shift-graveyard-shift/,E-40,Revenue Retrievin': Graveyard Shift,2011,8.3,
11859,/reviews/albums/15343-wits-end/,Cass McCombs,WIT'S END,2011,8.4,
11860,/reviews/albums/15345-canary/,Southeast Engine,Canary,2011,7.3,
11861,/reviews/albums/15342-in-and-out-of-youth-and-lightness/,Young Widows,In and Out of Youth and Lightness,2011,5.7,
11862,/reviews/albums/15344-jonny/,Jonny,Jonny,2011,6.2,
11863,/reviews/albums/15329-benefit-for-the-recovery-in-japan/,null -index error,Benefit for the Recovery in Japan,2011,7.7,
11864,/reviews/albums/15330-eps-1991-2002/,Autechre,EPs 1991-2002,2011,8,
11865,/reviews/albums/15336-sleep-talk/,Shannon and the Clams,Sleep Talk,2011,7.7,
11866,/reviews/albums/15338-the-golden-record/,Little Scream,The Golden Record,2011,8.1,
11867,/reviews/albums/15282-walk-the-river/,Guillemots,Walk the River,2011,5.9,
11868,/reviews/albums/15333-xi-versions-of-black-noise/,Pantha du Prince,XI versions of Black Noise,2011,6.5,
11869,/reviews/albums/15312-return-of-4eva/,Big K.R.I.T.,Return of 4Eva,2011,8.2,
11870,/reviews/albums/15337-the-english-riviera/,Metronomy,The English Riviera,2011,6.4,
11871,/reviews/albums/15301-family-portrait/,Family Portrait,Family Portrait,2011,7.3,
11872,/reviews/albums/15334-outmind/,Matthewdavid,Outmind,2011,7,
11873,/reviews/albums/15315-outside/,O'Death,Outside,2011,7.9,
11874,/reviews/albums/15317-tron-legacy-reconfigured/,null -index error,TRON: Legacy Reconfigured,2011,5,
11875,/reviews/albums/15331-bespoke/,Daedelus,Bespoke,2011,6.8,
11876,/reviews/albums/15314-the-head-and-the-heart/,The Head and the Heart,The Head and the Heart,2011,3.8,
11877,/reviews/albums/15310-black-sun/,Kode9 & the Spaceape,Black Sun,2011,7.7,
11878,/reviews/albums/15332-a-i-a-alien-observer-a-i-a-dream-loss/,Grouper,A I A : Alien Observer,2011,8.1,
11879,/reviews/albums/15321-w-h-o-k-i-l-l/,Tune-Yards,w h o k i l l,2011,8.8,
11880,/reviews/albums/15316-no-problem/,Jamaica,No Problem,2011,5.2,
11881,/reviews/albums/15324-hit-after-hit/,Sonny and the Sunsets,Hit After Hit,2011,7.7,
11882,/reviews/albums/15323-lollipop/,Meat Puppets,Lollipop,2011,6.5,
11883,/reviews/albums/15326-so-beautiful-or-so-what/,Paul Simon,So Beautiful or So What,2011,6.7,
11884,/reviews/albums/15328-wasting-light/,Foo Fighters,Wasting Light,2011,6.4,
11885,/reviews/albums/15325-outdoor-spell/,Rhys Chatham,Outdoor Spell,2011,6.8,
11886,/reviews/albums/15320-dream-diary/,Jeremy Jay,Dream Diary,2011,6.3,
11887,/reviews/albums/15306-salon-des-amateurs/,Hauschka,Salon des Amateurs,2011,8,
11888,/reviews/albums/15304-in-love-with-oblivion/,Crystal Stilts,In Love With Oblivion,2011,7.9,
11889,/reviews/albums/15309-mirrorwriting/,Jamie Woon,Mirrorwriting,2011,8,
11890,/reviews/albums/15322-reptilians/,Starfucker,Reptilians,2011,6.5,
11891,/reviews/albums/15319-smart-flesh/,The Low Anthem,Smart Flesh,2011,4.8,
11892,/reviews/albums/15283-do-whatever-you-want-all-the-time/,Ponytail,Do Whatever You Want All The Time,2011,8.2,
11893,/reviews/albums/15297-the-family-sign/,Atmosphere,The Family Sign,2011,5.8,
11894,/reviews/albums/15285-apocalypse/,Bill Callahan,Apocalypse,2011,8,
11895,/reviews/albums/15296-sucre-du-sauvage/,Quintron,Sucre du Sauvage,2011,6.9,
11896,/reviews/albums/15313-here-before/,The Feelies,Here Before,2011,7.5,
11897,/reviews/albums/15300-in-concert-brandeis-university-1963/,Bob Dylan,In Concert: Brandeis University 1963,2011,6.3,
11898,/reviews/albums/15253-cmon/,Low,C'mon,2011,7.2,
11899,/reviews/albums/15311-nine-types-of-light/,TV on the Radio,Nine Types of Light,2011,7.7,
11900,/reviews/albums/15302-giving-receiving/,LAKE,Giving & Receiving,2011,6.3,
11901,/reviews/albums/15287-here-we-rest/,Jason Isbell and the 400 Unit,Here We Rest,2011,6,
11902,/reviews/albums/15308-euphoric-heartbreak/,Glasvegas,EUPHORIC /// HEARTBREAK \\\,2011,4.1,
11903,/reviews/albums/15233-share-the-joy/,Vivian Girls,Share the Joy,2011,5.9,
11904,/reviews/albums/15299-tomboy/,Panda Bear,Tomboy,2011,8.5,
11905,/reviews/albums/15228-a-thousand-heys/,Mazes,A Thousand Heys,2011,6.2,
11906,/reviews/albums/15303-doggumentary/,Snoop Dogg,Doggumentary,2011,5.5,
11907,/reviews/albums/15292-instrumental-mixtape/,Clams Casino,Instrumental Mixtape,2011,8.2,
11908,/reviews/albums/15295-raven-in-the-grave/,The Raveonettes,Raven in the Grave,2011,5.7,
11909,/reviews/albums/15294-rolling-papers/,Wiz Khalifa,Rolling Papers,2011,7.2,
11910,/reviews/albums/15298-human-hearts/,Maritime,Human Hearts,2011,7.2,
11911,/reviews/albums/15280-idle-labor/,Craft Spells,Idle Labor,2011,7.7,
11912,/reviews/albums/15289-hanna-ost/,The Chemical Brothers,Hanna Original Soundtrack,2011,6.2,
11913,/reviews/albums/15291-illusions-of-grandeur/,Lil B,Illusions Of Grandeur,2011,6,
11914,/reviews/albums/15293-street-halo/,Burial,Street Halo,2011,8,
11915,/reviews/albums/15278-paranoid-cat/,Chris Forsyth,Paranoid Cat,2011,7.1,
11916,/reviews/albums/15269-some-cold-rock-stuf/,J.Rocc,Some Cold Rock Stuf,2011,6.8,
11917,/reviews/albums/15276-alela-diane-wild-divine/,Alela Diane,Alela Diane & Wild Divine,2011,7.5,
11918,/reviews/albums/15277-fear-of-god/,Pusha-T,Fear of God,2011,5.6,
11919,/reviews/albums/15288-blood-pressures/,The Kills,Blood Pressures,2011,6.4,
11920,/reviews/albums/15222-last-of-the-country-gentlemen/,Josh T. Pearson,Last of the Country Gentlemen,2011,4,
11921,/reviews/albums/15275-only-the-lonely-ep/,UNKLE,Only the Lonely EP,2011,6,
11922,/reviews/albums/15290-flux-outside/,Royal Bangs,Flux Outside,2011,6.9,
11923,/reviews/albums/15268-michel-poiccard/,The Death Set,Michel Poiccard,2011,6.1,
11924,/reviews/albums/15286-the-flaming-lips-with-neon-indian/,The Flaming Lips||Neon Indian,The Flaming Lips With Neon Indian,2011,7.4,
11925,/reviews/albums/15267-screws-get-loose/,Those Darlins,Screws Get Loose,2011,6.1,
11926,/reviews/albums/15273-hyphenated-man/,Mike Watt,Hyphenated-Man,2011,7.9,
11927,/reviews/albums/15271-moment-bends/,Architecture in Helsinki,Moment Bends,2011,6.5,
11928,/reviews/albums/15281-badlands/,Dirty Beaches,Badlands,2011,8.2,
11929,/reviews/albums/15284-cherish-the-light-years/,Cold Cave,Cherish the Light Years,2011,7.7,
11930,/reviews/albums/15258-mrs-jones-cookies/,The Sandwitches,Mrs. Jones' Cookies,2011,7.5,
11931,/reviews/albums/15227-holy-ghost/,Holy Ghost!,Holy Ghost!,2011,7.1,
11932,/reviews/albums/15274-chopped-screwed/,Micachu and the Shapes,Chopped & Screwed,2011,6.3,
11933,/reviews/albums/15279-mind-bokeh/,Bibio,Mind Bokeh,2011,6.9,
11934,/reviews/albums/15270-belong/,The Pains of Being Pure at Heart,Belong,2011,8.2,
11935,/reviews/albums/15205-faded-days/,Vocabulary,Faded Days,2011,6.7,
11936,/reviews/albums/15242-antonionian/,Antonionian,Antonionian,2011,6.8,
11937,/reviews/albums/15256-quiet-storm/,Rafter,Quiet Storm,2011,6.9,
11938,/reviews/albums/15272-live-on-i-5/,Soundgarden,Live on I-5,2011,2.6,
11939,/reviews/albums/15262-meyrin-fields-ep/,Broken Bells,Meyrin Fields EP,2011,6.7,
11940,/reviews/albums/15260-actor-caster/,Generationals,Actor-Caster,2011,6.6,
11941,/reviews/albums/15255-rio-arriba/,Chancha Via Circuito,Rio Arriba,2010,7.9,
11942,/reviews/albums/15257-moody-standard-and-poor/,Obits,"Moody, Standard and Poor",2011,6.8,
11943,/reviews/albums/15261-the-return-of-mr-zone-6/,Gucci Mane,The Return of Mr. Zone 6,2011,6.6,
11944,/reviews/albums/15263-vs-legacy-edition-vitalogy-legacy-edition-live-at-the-orpheum-theatre-boston/,Pearl Jam,Vs. [Legacy Edition],2011,7.6,
11945,/reviews/albums/15252-alexander/,Alexander,Alexander,2011,5.9,
11946,/reviews/albums/15266-nightingale/,Erland & the Carnival,Nightingale,2011,5.9,
11947,/reviews/albums/15239-too-young-to-be-in-love/,Hunx and His Punx,Too Young to Be in Love,2011,7.2,
11948,/reviews/albums/15254-on-a-mission/,Katy B,On a Mission,2011,8.1,
11949,/reviews/albums/15264-house-of-balloons/,The Weeknd,House of Balloons,2011,8.5,
11950,/reviews/albums/15202-as-high-as-the-highest-heavens-and-from-the-center-to-the-circumference-of-the-earth/,True Widow,As High As The Highest Heavens And From The Center To The Circumference Of The Earth,2011,7.4,
11951,/reviews/albums/15249-capsized/,Capillary Action,Capsized,2011,7.1,
11952,/reviews/albums/15232-cotonou-club/,Orchestre Poly-Rythmo de Cotonou,Cotonou Club,2011,7.7,
11953,/reviews/albums/15203-harbors/,All Tiny Creatures,Harbors,2011,7.8,
11954,/reviews/albums/15259-all-eternals-deck/,The Mountain Goats,All Eternals Deck,2011,8.1,
11955,/reviews/albums/15244-other-people/,Primary 1,Other People,2011,6.6,
11956,/reviews/albums/15245-mazes/,Moon Duo,Mazes,2011,7.5,
11957,/reviews/albums/15241-fabric-56/,Derrick Carter,Fabric 56,2011,5.1,
11958,/reviews/albums/15246-who-you-are/,Jessie J,Who You Are,2011,2,
11959,/reviews/albums/15251-gimme-some/,Peter Bjorn and John,Gimme Some,2011,6.2,
11960,/reviews/albums/15248-imperfiction/,Ed Askew,Imperfiction,2011,7.4,
11961,/reviews/albums/15250-defaults/,Hard Mix,Defaults,2011,7.2,
11962,/reviews/albums/15243-you-stand-uncertain/,FaltyDL,You Stand Uncertain,2011,6.9,
11963,/reviews/albums/15234-dust-remixes/,Ellen Allien,Dust Remixes,2011,6.3,
11964,/reviews/albums/15221-reissues/,Queen,Queen,2011,6.7,
11965,/reviews/albums/15217-space-on-tuesday/,Leika,Space on Tuesday,2011,5.3,
11966,/reviews/albums/15216-936/,Peaking Lights,936,2011,7.7,
11967,/reviews/albums/15240-regifted-light/,Baby Dee,Regifted Light,2011,8,
11968,/reviews/albums/15238-starting-from-nowhere/,Heidecker & Wood,Starting From Nowhere,2011,4.5,
11969,/reviews/albums/15193-war/,Pharoahe Monch,W.A.R.,2011,6.5,
11970,/reviews/albums/15220-golden-trees/,Metal Mountains,Golden Trees,2011,7.1,
11971,/reviews/albums/15236-labour-of-lust/,Nick Lowe,Labour of Lust [Reissue],2011,8.4,
11972,/reviews/albums/15237-1000/,Cheveu,1000,2011,7.5,
11973,/reviews/albums/15235-common-era/,Belong,Common Era,2011,5.9,
11974,/reviews/albums/15224-submarine-ost/,Alex Turner,Submarine OST,2011,7.6,
11975,/reviews/albums/15225-crack-my-bones/,The Shoes,Crack My Bones,2011,7.1,
11976,/reviews/albums/15223-tan-bajo/,Davila 666,Tan Bajo,2011,7.7,
11977,/reviews/albums/15199-dress-like-your-idols/,BOAT,Dress Like Your Idols,2011,7.6,
11978,/reviews/albums/15229-fabriclive-56/,Ramadanman||Pearson Sound,FabricLive 56,2011,7.7,
11979,/reviews/albums/15230-angles/,The Strokes,Angles,2011,5.9,
11980,/reviews/albums/15231-boys-and-diamonds/,Rainbow Arabia,Boys and Diamonds,2011,4.9,
11981,/reviews/albums/15226-horizontal-structures/,Moritz Von Oswald Trio,Horizontal Structures,2011,7,
11982,/reviews/albums/15215-helioscope/,Vessels,Helioscope,2011,7.4,
11983,/reviews/albums/15197-bridge-over-troubled-water/,Simon & Garfunkel,Bridge Over Troubled Water,2011,9.4,
11984,/reviews/albums/15178-build-a-rocket-boys/,Elbow,Build a Rocket Boys!,2011,6.9,
11985,/reviews/albums/15213-approaching-the-energy-field/,The Eternals,Approaching the Energy Field,2011,7.6,
11986,/reviews/albums/15219-dolphins/,Mi Ami,Dolphins,2011,6.2,
11987,/reviews/albums/15209-lesser-known/,Adventure,Lesser Known,2011,7.2,
11988,/reviews/albums/15214-mosaik/,Siriusmo,Mosaik,2011,7.8,
11989,/reviews/albums/15211-several-shades-of-why/,J Mascis,Several Shades of Why,2011,7.9,
11990,/reviews/albums/15212-one-nation/,Hype Williams,One Nation,2011,6.4,
11991,/reviews/albums/15207-pakistan-folk-and-pop-instrumentals-1966-1976/,null -index error,Pakistan Folk and Pop Instrumentals 1966-1976,2011,7.8,
11992,/reviews/albums/15179-blessed/,Lucinda Williams,Blessed,2011,5.4,
11993,/reviews/albums/15190-ii/,The Psychic Paramount,II,2011,8.2,
11994,/reviews/albums/15208-lasers/,Lupe Fiasco,Lasers,2011,3,
11995,/reviews/albums/15204-summer-echoes/,Sin Fang,Summer Echoes,2011,6.9,
11996,/reviews/albums/15201-sauna/,Vondelpark,Sauna,2010,7.1,
11997,/reviews/albums/15198-a-dream-a-while-back/,Gary Higgins,A Dream a While Back,2011,6.8,
11998,/reviews/albums/15206-dj-kicks/,Wolf + Lamb vs. Soul Clap,DJ-Kicks,2011,7.6,
11999,/reviews/albums/15210-shaolin-vs-wu-tang/,Raekwon,Shaolin vs. Wu-Tang,2011,7.9,
12000,/reviews/albums/15200-electric-endicott/,Gary Wilson,Electric Endicott,2011,5.6,
12001,/reviews/albums/15194-dead-reckoning/,The Builders and the Butchers,Dead Reckoning,2011,6.5,
12002,/reviews/albums/15192-last-night-on-earth/,Noah and the Whale,Last Night on Earth,2011,5,
12003,/reviews/albums/15176-james-brown-the-singles-volume-ten-1975-1979/,James Brown,"James Brown: The Singles, Volume Ten: 1975-1979",2011,5.1,
12004,/reviews/albums/15173-no-color/,The Dodos,No Color,2011,7.6,
12005,/reviews/albums/15191-build-with-erosion/,The Berg Sans Nipple,Build With Erosion,2011,7,
12006,/reviews/albums/15196-riot-now/,Eleventh Dream Day,Riot Now!,2011,5.9,
12007,/reviews/albums/15160-the-big-roar/,The Joy Formidable,The Big Roar,2011,6.8,
12008,/reviews/albums/15195-civilian/,Wye Oak,Civilian,2011,7.9,
12009,/reviews/albums/15163-island-brothers/,Bonnie “Prince” Billy||The Cairo Gang,Island Brothers,2011,8,
12010,/reviews/albums/15169-in-tension-ep/,Light Asylum,In Tension EP,2010,7.6,
12011,/reviews/albums/15189-telling-the-truth/,Willie Wright,Telling the Truth,2011,7.8,
12012,/reviews/albums/15186-100-lovers/,DeVotchKa,100 Lovers,2011,5.3,
12013,/reviews/albums/15175-absolute/,Scritti Politti,Absolute,2011,8.8,
12014,/reviews/albums/15187-a-tale-of-two-journeys/,Cut Copy,A Tale of Two Journeys,2011,6.8,
12015,/reviews/albums/15182-cartagena-curro-fuentes-the-big-band-cumbia-and-descarga-sound-of-colombia-1962-1972/,null -index error,Cartagena! Curro Fuentes & The Big Band Cumbia And Descarga Sound Of Colombia 1962-1972,2011,7.6,
12016,/reviews/albums/15181-social-experiment-002/,Soul Clap,Social Experiment 002,2011,7,
12017,/reviews/albums/15188-cervantine/,A Hawk and a Hacksaw,Cervantine,2011,7.8,
12018,/reviews/albums/15185-asleep-on-the-floodplain/,Six Organs of Admittance,Asleep on the Floodplain,2011,7.8,
12019,/reviews/albums/15184-collapse-into-now/,R.E.M.,Collapse Into Now,2011,6.8,
12020,/reviews/albums/15177-the-invisible-insurrection/,Desolate,The Invisible Insurrection,2011,7.5,
12021,/reviews/albums/15161-what-a-pleasure-ep/,Beach Fossils,What a Pleasure EP,2011,7.2,
12022,/reviews/albums/15180-smm-context/,null -index error,SMM: Context,2011,7.6,
12023,/reviews/albums/15183-constant-future/,Parts & Labor,Constant Future,2011,7.6,
12024,/reviews/albums/14964-queens-of-the-stone-age-reissue/,Queens of the Stone Age,Queens of the Stone Age [Reissue],2011,8,
12025,/reviews/albums/15077-the-color/,Yellowbirds,The Color,2011,7.7,
12026,/reviews/albums/15159-first-wave/,Dam Mantle,First Wave,2011,6.6,
12027,/reviews/albums/15171-the-house-of-friendly-ghosts-vol-1/,The Sway Machinery,"The House Of Friendly Ghosts, Vol. 1",2011,7.5,
12028,/reviews/albums/15115-slaughterhouse-ep/,Slaughterhouse,Slaughterhouse EP,2011,4.7,
12029,/reviews/albums/15174-smoke-ring-for-my-halo/,Kurt Vile,Smoke Ring For My Halo,2011,8.4,
12030,/reviews/albums/15157-um-uh-oh/,Say Hi,"um, uh oh",2011,6.2,
12031,/reviews/albums/15152-the-woody-nightshade/,Sharron Kraus,The Woody Nightshade,2010,7.4,
12032,/reviews/albums/15041-bible-eyes/,Egyptrixx,Bible Eyes,2011,8.1,
12033,/reviews/albums/15172-nostalgia-ultra/,Frank Ocean,"Nostalgia, Ultra.",2011,7.8,
12034,/reviews/albums/15168-itunes-live-from-soho/,Deerhunter,iTunes Live from SoHo,2011,8.2,
12035,/reviews/albums/15095-gramahawk/,Modern Skirts,Gramahawk,2011,4.8,
12036,/reviews/albums/15170-trash-hit/,Mr. Dream,Trash Hit,2011,7.5,
12037,/reviews/albums/15166-new-history-of-warfare-vol-2-judges/,Colin Stetson,New History Warfare Vol. 2: Judges,2011,8.2,
12038,/reviews/albums/15155-fading-parade/,Papercuts,Fading Parade,2011,7.4,
12039,/reviews/albums/15167-wounded-rhymes/,Lykke Li,Wounded Rhymes,2011,8.3,
12040,/reviews/albums/15133-laru-beya/,Aurelio,Laru Beya,2011,7.8,
12041,/reviews/albums/15164-uncut-diamond-ep/,Warm Ghost,Uncut Diamond EP,2011,7.2,
12042,/reviews/albums/15158-leaves-eclipse-the-light-the-motion-makes-me-last/,Eluvium,Leaves Eclipse the Light,2010,5.5,
12043,/reviews/albums/15079-departing/,The Rural Alberta Advantage,Departing,2011,6.7,
12044,/reviews/albums/15165-synthesist/,Harald Grosskopf,Synthesist,2011,8.6,
12045,/reviews/albums/15144-a-pre-existing-condition/,David Dondero,A Pre-Existing Condition,2011,6,
12046,/reviews/albums/15134-mind-spiders/,Mind Spiders,Mind Spiders,2011,7.5,
12047,/reviews/albums/15127-tear-the-fences-down/,Eulogies,Tear the Fences Down,2011,6.7,
12048,/reviews/albums/15153-anna-calvi/,Anna Calvi,Anna Calvi,2011,7.8,
